run_id,source_id,status,records_seen,records_loaded,started_at,finished_at
296,programas_partidos,ok,51,51,2026-02-28T10:18:03+00:00,2026-02-28T10:24:43+00:00
295,programas_partidos,ok,51,51,2026-02-28T09:50:53+00:00,2026-02-28T09:52:46+00:00
294,programas_partidos,ok,51,51,2026-02-28T09:09:35+00:00,2026-02-28T09:11:26+00:00
293,programas_partidos,ok,51,51,2026-02-28T08:50:53+00:00,2026-02-28T08:52:38+00:00
292,programas_partidos,ok,51,51,2026-02-28T08:37:19+00:00,2026-02-28T08:38:51+00:00
