fresh_rank,initiative_source_id,initiative_id,doc_kind,doc_url,source_record_pk,attempts,fetched_ok,last_http_status,last_attempt_at
1,senado_iniciativas,senado:leg14:exp:621/000083,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=621&id2=000083&legis=14,,5,,404,2026-03-01T01:31:47+00:00
2,senado_iniciativas,senado:leg14:exp:621/000084,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=621&numEx=000084,,5,,404,2026-03-01T01:31:47+00:00
3,senado_iniciativas,senado:leg14:exp:621/000084,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=621&id2=000084&legis=14,,5,,404,2026-03-01T01:31:47+00:00
4,senado_iniciativas,senado:leg14:exp:621/000085,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=621&numEx=000085,,5,,404,2026-03-01T01:31:47+00:00
5,senado_iniciativas,senado:leg14:exp:621/000085,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=621&id2=000085&legis=14,,5,,404,2026-03-01T01:31:47+00:00
6,senado_iniciativas,senado:leg14:exp:621/000086,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=621&numEx=000086,,5,,404,2026-03-01T01:31:47+00:00
7,senado_iniciativas,senado:leg14:exp:621/000086,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=621&id2=000086&legis=14,,5,,404,2026-03-01T01:31:47+00:00
8,senado_iniciativas,senado:leg14:exp:621/000087,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=621&id2=000087&legis=14,,5,,404,2026-03-01T01:31:47+00:00
9,senado_iniciativas,senado:leg14:exp:621/000088,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=621&id2=000088&legis=14,,5,,404,2026-03-01T01:31:47+00:00
10,senado_iniciativas,senado:leg14:exp:622/000003,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000003,,5,,404,2026-03-01T01:31:47+00:00
11,senado_iniciativas,senado:leg14:exp:622/000005,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000005,,5,,404,2026-03-01T01:31:47+00:00
12,senado_iniciativas,senado:leg14:exp:622/000006,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000006,,5,,404,2026-03-01T01:31:47+00:00
13,senado_iniciativas,senado:leg14:exp:622/000007,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000007,,5,,404,2026-03-01T01:31:47+00:00
14,senado_iniciativas,senado:leg14:exp:622/000011,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000011,,5,,404,2026-03-01T01:31:47+00:00
15,senado_iniciativas,senado:leg14:exp:622/000014,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000014,,5,,404,2026-03-01T01:31:47+00:00
16,senado_iniciativas,senado:leg14:exp:622/000020,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000020,,5,,404,2026-03-01T01:31:47+00:00
