evidence_id,stance,stance_method,topic_id,canonical_key,label,excerpt
1560538,unclear,declared:regex_v3,898,concern:v1:empleo,Empleo,"actividade de explotacion na galiza e situan o seu domicilio social 7 a economia ao servizo das maiorias sociais 39 que galiza conte con mais forza noutras partes do estado deben tributar aqui polo imposto de sociedades estabelecer a sua progresividade en funcion da dimension da empresa deducions inversamente proporcio"
