source_record_pk,sample_initiative_id,initiative_source_id,initiative_title,doc_format,doc_kinds_csv,initiatives_count,doc_refs_count,extractor_version,confidence,needs_review,extracted_subject,extracted_title,extracted_excerpt,source_url,raw_path,review_status,final_subject,final_title,final_confidence,review_note,reviewer
147360,senado:leg7:exp:610/000039,senado_iniciativas,"Carta Europea de las Lenguas Regionales o Minoritarias, hecha en Estrasburgo el 5 de noviembre de 1992, así como Declaración que España va a formular a la misma. (610/000039)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Carta Europea de las Lenguas Regionales o Minoritarias, hecha en Estrasburgo el 5 de noviembre de 1992, así como Declaración que España va a formular a la misma. (610/000039)","Carta Europea de las Lenguas Regionales o Minoritarias, hecha en Estrasburgo el 5 de noviembre de 1992, as� como Declaraci�n que Espa�a va a formular a la misma. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 01/12/00 05/12/00 7 610/000039 NO Ordinario GOBIERNO 1 Comisi�n de Asuntos Exteriores Organismos internacionales Derecho internacional Lengua C C 1 43-1 21/07/00 Iniciativa http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0043-1.PDF C C 3 43-2 22/09/00 Enmiendas http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0043-2.PDF C C 7 43-3 16/10/00 Informe de la Ponencia http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0043-3.PDF C C…",http://www.senado.es/legis7/expedientes/610/xml/INI-3-610000039.xml,etl/data/raw/text_documents/parl_initiative_docs/de8af53acf74ba02a991f1fb7ede3da9b86960594e51d5cb0777d394b0223018.bin,,,,,,
147376,senado:leg7:exp:610/000055,senado_iniciativas,"Protocolo Facultativo de la Convención sobre la eliminación de todas las formas de discriminación contra la mujer, hecho en Nueva York el 6 de octubre de 1999. (610/000055)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Protocolo Facultativo de la Convención sobre la eliminación de todas las formas de discriminación contra la mujer, hecho en Nueva York el 6 de octubre de 1999. (610/000055)","Protocolo Facultativo de la Convenci�n sobre la eliminaci�n de todas las formas de discriminaci�n contra la mujer, hecho en Nueva York el 6 de octubre de 1999. -1 Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 23/03/01 27/03/01 7 610/000055 NO Ordinario GOBIERNO 1 Comisi�n de Asuntos Exteriores Derecho internacional Libertades p�blicas y derechos fundamentales C C 1 73-1 01/12/00 Iniciativa http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0073-1.PDF C C 3 73-2 06/03/01 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0073-2.PDF C C 5 73-3 20/03/01 Aprobaci�n por el Pleno http://www.congreso.es/public_oficiales/L7/CONG/BOCG…",http://www.senado.es/legis7/expedientes/610/xml/INI-3-610000055.xml,etl/data/raw/text_documents/parl_initiative_docs/1bcd1ef8267792026f30e5bdeab6fb9cfef5fe302d16247cee479e311cb75016.bin,,,,,,
147425,senado:leg7:exp:610/000065,senado_iniciativas,"Segundo Protocolo de la Convención de La Haya de 1954 para la protección de los bienes culturales en caso de conflicto armado, hecho ""ad referendum"" en La Haya el 26 de marzo de 1999. (610/000065)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Segundo Protocolo de la Convención de La Haya de 1954 para la protección de los bienes culturales en caso de conflicto armado, hecho ""ad referendum"" en La Haya el 26 de marzo de 1999. (610/000065)","Segundo Protocolo de la Convenci�n de La Haya de 1954 para la protecci�n de los bienes culturales en caso de conflicto armado, hecho ""ad referendum"" en La Haya el 26 de marzo de 1999. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 23/03/01 27/03/01 7 610/000065 NO Ordinario GOBIERNO 1 Comisi�n de Asuntos Exteriores Derecho internacional Cultura Relaciones internacionales C C 1 85-1 09/02/01 Iniciativa http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0085-1.PDF C C 3 85-2 06/03/01 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0085-2.PDF C C 5 85-3 20/03/01 Aprobaci�n por el Pleno http://www.congreso.es/public_of…",http://www.senado.es/legis7/expedientes/610/xml/INI-3-610000065.xml,etl/data/raw/text_documents/parl_initiative_docs/1df48949d76cb48e05a9eb0e3618749d08f5e1256ffd0f20d8a0ebe2cc37e584.bin,,,,,,
147427,senado:leg7:exp:610/000067,senado_iniciativas,"Convención sobre las Misiones Especiales y Protocolo Facultativo, hecha en Nueva York el 8 de diciembre de 1969. (610/000067)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Convención sobre las Misiones Especiales y Protocolo Facultativo, hecha en Nueva York el 8 de diciembre de 1969. (610/000067)","Convenci�n sobre las Misiones Especiales y Protocolo Facultativo, hecha en Nueva York el 8 de diciembre de 1969. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 20/04/01 24/04/01 7 610/000067 NO Ordinario GOBIERNO 1 Comisi�n de Asuntos Exteriores Derecho internacional Relaciones internacionales C C 1 88-1 23/02/01 Iniciativa http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0088-1.PDF C C 3 88-2 19/03/01 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0088-2.PDF C C 5 88-3 10/04/01 Aprobaci�n por el Pleno http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0088-3.PDF C C 7 88-4 11/03/04 �ndice de las publicacio…",http://www.senado.es/legis7/expedientes/610/xml/INI-3-610000067.xml,etl/data/raw/text_documents/parl_initiative_docs/771f8ff72eff37af373d51d826455d8808aabd60b04fa272ae1768503223e6f5.bin,,,,,,
147439,senado:leg7:exp:610/000108,senado_iniciativas,"Convención de las Naciones Unidas contra la delincuencia organizada transnacional, hecha en Nueva York el 15 de noviembre de 2000. (610/000108)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Convención de las Naciones Unidas contra la delincuencia organizada transnacional, hecha en Nueva York el 15 de noviembre de 2000. (610/000108)","Convenci�n de las Naciones Unidas contra la delincuencia organizada transnacional, hecha en Nueva York el 15 de noviembre de 2000. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 19/10/01 23/10/01 7 610/000108 NO Ordinario GOBIERNO 1 Comisi�n de Asuntos Exteriores Interior. Seguridad p�blica Derecho internacional C C 1 137-1 08/08/01 Iniciativa http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0137-1.PDF C C 3 137-2 02/10/01 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0137-2.PDF C C 5 137-3 11/10/01 Aprobaci�n por el Pleno http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0137-3.PDF C C 7 137-4 11/03/04 �…",http://www.senado.es/legis7/expedientes/610/xml/INI-3-610000108.xml,etl/data/raw/text_documents/parl_initiative_docs/68e45dc97b1940fd3c8d93509b59400bc1ad97496f4cfab0fc8d381f3ce19245.bin,,,,,,
147440,senado:leg7:exp:610/000109,senado_iniciativas,"Protocolo contra el tráfico ilícito de migrantes por tierra, mar y aire, que complementa la Convención de las Naciones Unidas contra la delincuencia organizada transnacional, hecho en Nueva York el 15 de noviembre de 2000. (610/000109)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Protocolo contra el tráfico ilícito de migrantes por tierra, mar y aire, que complementa la Convención de las Naciones Unidas contra la delincuencia organizada transnacional, hecho en Nueva York el 15 de noviembre de 2000. (610/000109)","Protocolo contra el tr�fico il�cito de migrantes por tierra, mar y aire, que complementa la Convenci�n de las Naciones Unidas contra la delincuencia organizada transnacional, hecho en Nueva York el 15 de noviembre de 2000. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 19/10/01 23/10/01 7 610/000109 NO Ordinario GOBIERNO 1 Comisi�n de Asuntos Exteriores Inmigraci�n. Migraciones Derecho internacional Interior. Seguridad p�blica C C 1 138-1 08/08/01 Iniciativa http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0138-1.PDF C C 3 138-2 02/10/01 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0138-2.PDF C C 5 138-3 11/10…",http://www.senado.es/legis7/expedientes/610/xml/INI-3-610000109.xml,etl/data/raw/text_documents/parl_initiative_docs/d9578ec299a654d0ea151766fbbad51292484c9dc93eaeefa3f98ab9ab1cc0b8.bin,,,,,,
147441,senado:leg7:exp:610/000110,senado_iniciativas,"Protocolo para prevenir, reprimir y sancionar la trata de personas, especialmente mujeres y niños, que complementa la Convención de las Naciones Unidas contra la delincuencia organizada transnacional, hecho en Nueva York el 15 de noviembre de 2000. (610/000110)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Protocolo para prevenir, reprimir y sancionar la trata de personas, especialmente mujeres y niños, que complementa la Convención de las Naciones Unidas contra la delincuencia organizada transnacional, hecho en Nueva York el 15 de noviembre de 2000. (610/000110)","Protocolo para prevenir, reprimir y sancionar la trata de personas, especialmente mujeres y ni�os, que complementa la Convenci�n de las Naciones Unidas contra la delincuencia organizada transnacional, hecho en Nueva York el 15 de noviembre de 2000. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 19/10/01 23/10/01 7 610/000110 NO Ordinario GOBIERNO 1 Comisi�n de Asuntos Exteriores Derecho penal y penitenciario Derecho internacional Interior. Seguridad p�blica Libertades p�blicas y derechos fundamentales C C 1 139-1 08/08/01 Iniciativa http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0139-1.PDF C C 3 139-2 02/10/01 Dictamen de la Comisi�n http://w…",http://www.senado.es/legis7/expedientes/610/xml/INI-3-610000110.xml,etl/data/raw/text_documents/parl_initiative_docs/4e0e99e731d58a66063561bd527ef5b81e4f6e25dcf2b5ee4f8f7ec3653139e6.bin,,,,,,
147457,senado:leg7:exp:610/000147,senado_iniciativas,"Decisión del Consejo 2000/597/CE, EURATOM, sobre el sistema de recursos propios de las Comunidades Europeas, hecha en Bruselas el 29 de septiembre de 2000. (610/000147)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Decisión del Consejo 2000/597/CE, EURATOM, sobre el sistema de recursos propios de las Comunidades Europeas, hecha en Bruselas el 29 de septiembre de 2000. (610/000147)","Decisi�n del Consejo 2000/597/CE, EURATOM, sobre el sistema de recursos propios de las Comunidades Europeas, hecha en Bruselas el 29 de septiembre de 2000. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 17/04/02 23/04/02 7 610/000147 SI Ordinario GOBIERNO 1 Comisi�n de Asuntos Exteriores UE. Instituciones comunitarias Derecho comunitario Hacienda p�blica. Presupuestos C C 1 173-1 08/02/02 Iniciativa http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0173-1.PDF C C 3 173-2 26/03/02 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0173-2.PDF C C 5 173-3 17/04/02 Aprobaci�n por el Pleno http://www.congreso.es/public_of…",http://www.senado.es/legis7/expedientes/610/xml/INI-3-610000147.xml,etl/data/raw/text_documents/parl_initiative_docs/c9f2f8643289bf148f1ceaf76c562b5b56e0ae405ee38f6b615b39646c37dc29.bin,,,,,,
147462,senado:leg7:exp:610/000152,senado_iniciativas,"Decisión de los Representantes de los Gobiernos de los Estados Miembros de la Unión Europea, reunidos en el seno del Consejo, relativa a los privilegios e inmunidades otorgados al Instituto de Estudios de Seguridad y al Centro de Satélites de la Unión Europea, así como a sus órganos y a los miembros de su personal, hecho en Bruselas el 15 de octubre de 2001. (610/000152)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Decisión de los Representantes de los Gobiernos de los Estados Miembros de la Unión Europea, reunidos en el seno del Consejo, relativa a los privilegios e inmunidades otorgados al Instituto de Estudios de Seguridad y al Centro de Satélites de la Unión Europea, así como a sus órganos y a los miembros de su personal, he…","Decisi�n de los Representantes de los Gobiernos de los Estados Miembros de la Uni�n Europea, reunidos en el seno del Consejo, relativa a los privilegios e inmunidades otorgados al Instituto de Estudios de Seguridad y al Centro de Sat�lites de la Uni�n Europea, as� como a sus �rganos y a los miembros de su personal, hecho en Bruselas el 15 de octubre de 2001. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 17/04/02 23/04/02 7 610/000152 SI Ordinario GOBIERNO 1 Comisi�n de Asuntos Exteriores Tecnolog�as de la informaci�n Relaciones internacionales Derecho comunitario C C 1 185-1 25/02/02 Iniciativa http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C…",http://www.senado.es/legis7/expedientes/610/xml/INI-3-610000152.xml,etl/data/raw/text_documents/parl_initiative_docs/a08fe883a3189eff4c654e8a3d06af729afd3858f8364a51deece3f3acbd0dca.bin,,,,,,
147468,senado:leg7:exp:610/000158,senado_iniciativas,"Protocolo de Kyoto de la Convención Marco de las Naciones Unidas sobre el Cambio Climático, hecho en Kyoto el 11 de diciembre de 1997. (610/000158)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Protocolo de Kyoto de la Convención Marco de las Naciones Unidas sobre el Cambio Climático, hecho en Kyoto el 11 de diciembre de 1997. (610/000158)","Protocolo de Kyoto de la Convenci�n Marco de las Naciones Unidas sobre el Cambio Clim�tico, hecho en Kyoto el 11 de diciembre de 1997. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 19/04/02 23/04/02 7 610/000158 SI Urgente GOBIERNO 1 Comisi�n de Asuntos Exteriores Derecho internacional Medio ambiente C C 1 183-1 15/02/02 Iniciativa http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0183-1.PDF C C 3 183-2 26/03/02 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0183-2.PDF C C 5 183-3 17/04/02 Aprobaci�n por el Pleno http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0183-3.PDF C C 7 183-4 11/03/04 �ndice de la…",http://www.senado.es/legis7/expedientes/610/xml/INI-3-610000158.xml,etl/data/raw/text_documents/parl_initiative_docs/5c3b11e5a0b781905a17f0d199db6d7892faabc5d17edaeddfe46ed00d3d9c33.bin,,,,,,
147469,senado:leg7:exp:610/000159,senado_iniciativas,"Declaración de ciertos Gobiernos Europeos relativa a la fase de producción de los Lanzadores ARIANE, hecha en París el 7 de junio de 2001. (610/000159)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Declaración de ciertos Gobiernos Europeos relativa a la fase de producción de los Lanzadores ARIANE, hecha en París el 7 de junio de 2001. (610/000159)","Declaraci�n de ciertos Gobiernos Europeos relativa a la fase de producci�n de los Lanzadores ARIANE, hecha en Par�s el 7 de junio de 2001. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 22/04/02 30/04/02 7 610/000159 SI Urgente GOBIERNO 1 Comisi�n de Asuntos Exteriores Derecho internacional Transportes C C 1 193-1 08/03/02 Iniciativa http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0193-1.PDF C C 3 193-2 26/03/02 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0193-2.PDF C C 5 193-3 23/04/02 Aprobaci�n por el Pleno http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0193-3.PDF C C 7 193-4 11/03/04 �ndice de l…",http://www.senado.es/legis7/expedientes/610/xml/INI-3-610000159.xml,etl/data/raw/text_documents/parl_initiative_docs/c979e9496347b8845032135989d463687e679340e842ce9f9c706c6e2430a480.bin,,,,,,
147470,senado:leg7:exp:610/000160,senado_iniciativas,"Declaraciones sobre la admisión de la jurisdicción del Tribunal Internacional del Derecho del Mar (Convención de las Naciones Unidas sobre el Derecho del Mar, Montego Bay, 10 de diciembre de 1982). (610/000160)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Declaraciones sobre la admisión de la jurisdicción del Tribunal Internacional del Derecho del Mar (Convención de las Naciones Unidas sobre el Derecho del Mar, Montego Bay, 10 de diciembre de 1982). (610/000160)","Declaraciones sobre la admisi�n de la jurisdicci�n del Tribunal Internacional del Derecho del Mar (Convenci�n de las Naciones Unidas sobre el Derecho del Mar, Montego Bay, 10 de diciembre de 1982). Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 31/05/02 04/06/02 7 610/000160 NO Urgente GOBIERNO 1 Comisi�n de Asuntos Exteriores Justicia Derecho internacional C C 1 199-1 08/04/02 Iniciativa http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0199-1.PDF C C 3 199-2 13/05/02 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0199-2.PDF C C 5 199-3 30/05/02 Aprobaci�n por el Pleno http://www.congreso.es/public_oficiales/L7/…",http://www.senado.es/legis7/expedientes/610/xml/INI-3-610000160.xml,etl/data/raw/text_documents/parl_initiative_docs/0eb9b6a57fb612672f6f7d32919dff2ab25957056f7574bcdfb233cf0fcfe4ac.bin,,,,,,
147525,senado:leg7:exp:610/000175,senado_iniciativas,"Canje de Notas, de fechas 21 y 27 de diciembre de 2001, entre el Reino de España y la República de Colombia sobre gratuidad de visados. (610/000175)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Canje de Notas, de fechas 21 y 27 de diciembre de 2001, entre el Reino de España y la República de Colombia sobre gratuidad de visados. (610/000175)","Canje de Notas, de fechas 21 y 27 de diciembre de 2001, entre el Reino de Espa�a y la Rep�blica de Colombia sobre gratuidad de visados. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 20/09/02 24/09/02 7 610/000175 SI Ordinario GOBIERNO 1 Comisi�n de Asuntos Exteriores Interior. Seguridad p�blica Derecho internacional C C 1 206-1 08/05/02 Iniciativa http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0206-1.PDF C C 3 206-2 28/06/02 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0206-2.PDF C C 5 206-3 18/09/02 Aprobaci�n por el Pleno http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0206-3.PDF C C 7 206-4 11/03…",http://www.senado.es/legis7/expedientes/610/xml/INI-3-610000175.xml,etl/data/raw/text_documents/parl_initiative_docs/3eb058948c40980fed31e75be296060d53a77f69fc24af6876cf843afe42e5f9.bin,,,,,,
147544,senado:leg7:exp:610/000179,senado_iniciativas,"Acta de Ginebra del Arreglo de La Haya relativo al Registro Internacional de Dibujos y Modelos Industriales y Reglamento del Acta de Ginebra, hechos en Ginebra el 2 de julio de 1999 y Declaración que España va a formular en el momento de su ratificación. (610/000179)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Acta de Ginebra del Arreglo de La Haya relativo al Registro Internacional de Dibujos y Modelos Industriales y Reglamento del Acta de Ginebra, hechos en Ginebra el 2 de julio de 1999 y Declaración que España va a formular en el momento de su ratificación. (610/000179)","Acta de Ginebra del Arreglo de La Haya relativo al Registro Internacional de Dibujos y Modelos Industriales y Reglamento del Acta de Ginebra, hechos en Ginebra el 2 de julio de 1999 y Declaraci�n que Espa�a va a formular en el momento de su ratificaci�n. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 20/09/02 24/09/02 7 610/000179 NO Ordinario GOBIERNO 1 Comisi�n de Asuntos Exteriores Cultura Industria Derecho mercantil Derecho internacional C C 1 212-1 24/05/02 Iniciativa http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0212-1.PDF C C 3 212-2 28/06/02 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L7/CONG/BOCG/C/C0212-2.PDF C…",http://www.senado.es/legis7/expedientes/610/xml/INI-3-610000179.xml,etl/data/raw/text_documents/parl_initiative_docs/9ef1f28bf4ab400fa8c1dd1324adf52e9baa348053f1b4ae49a3b2847e660214.bin,,,,,,
147603,senado:leg8:exp:610/000274,senado_iniciativas,"Declaración de ciertos Gobiernos europeos en relación con la fase de explotación de los lanzadores Ariane, Vega y Soyuz desde el Centro Espacial de la Guayana y Documento final, hecha en París el 30 de marzo de 2007. (610/000274)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Declaración de ciertos Gobiernos europeos en relación con la fase de explotación de los lanzadores Ariane, Vega y Soyuz desde el Centro Espacial de la Guayana y Documento final, hecha en París el 30 de marzo de 2007. (610/000274)","Declaraci�n de ciertos Gobiernos europeos en relaci�n con la fase de explotaci�n de los lanzadores Ariane, Vega y Soyuz desde el Centro Espacial de la Guayana y Documento final, hecha en Par�s el 30 de marzo de 2007. Caducado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 28/12/07 16/01/08 8 610/000274 NO Urgente GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Investigaci�n, desarrollo e innovaci�n Transportes C C 1 322-1 23/11/07 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_322-01.PDF C C 3 322-2 20/12/07 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_322-02.PDF C C 5 322-3 26/12/07 Apro…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000274.xml,etl/data/raw/text_documents/parl_initiative_docs/a96d424bd4f631c30ffed55f08675e5449577054e8ccfc03e5ef74d9875e9419.bin,,,,,,
147638,senado:leg9:exp:610/000192,senado_iniciativas,"Carta de Asistencia entre el Reino de España y la UNAMID (operación híbrida de la Unión Africana y Naciones Unidas en Darfur), hecha el 26 de noviembre y el 12 de diciembre de 2008. (610/000192)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Carta de Asistencia entre el Reino de España y la UNAMID (operación híbrida de la Unión Africana y Naciones Unidas en Darfur), hecha el 26 de noviembre y el 12 de diciembre de 2008. (610/000192)","Carta de Asistencia entre el Reino de Espa�a y la UNAMID (operaci�n h�brida de la Uni�n Africana y Naciones Unidas en Darfur), hecha el 26 de noviembre y el 12 de diciembre de 2008. Autorizado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 16/09/10 28/09/10 9 610/000192 SI Ordinario GOBIERNO 1 Comisi�n de Asuntos Exteriores Relaciones internacionales Derecho internacional Organismos internacionales C C 1 225-1 14/05/10 Iniciativa http://www.congreso.es/public_oficiales/L9/CONG/BOCG/C/C_225-01.PDF C C 1 225-2 29/06/10 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L9/CONG/BOCG/C/C_225-02.PDF C C 1 225-3 14/09/10 Aprobaci�n por el Pleno http://w…",http://www.senado.es/legis9/expedientes/610/xml/INI-3-610000192.xml,etl/data/raw/text_documents/parl_initiative_docs/aceb329428e825d933f883a752897df71544d3d50e53be2ecc8f49b1d7afaca6.bin,,,,,,
147650,senado:leg9:exp:610/000204,senado_iniciativas,"Canje de Notas entre la Unión Europea y la República de Seychelles sobre las condiciones y modalidades de entrega de sospechosos de piratería y robo a mano armada por EUNAVFOR a la República de Seychelles y de su trato después de dicha entrega, hecho en Bruselas el 26 de septiembre de 2009 y Declaración de España en relación con el mismo. (610/000204)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Canje de Notas entre la Unión Europea y la República de Seychelles sobre las condiciones y modalidades de entrega de sospechosos de piratería y robo a mano armada por EUNAVFOR a la República de Seychelles y de su trato después de dicha entrega, hecho en Bruselas el 26 de septiembre de 2009 y Declaración de España en r…","Canje de Notas entre la Uni�n Europea y la Rep�blica de Seychelles sobre las condiciones y modalidades de entrega de sospechosos de pirater�a y robo a mano armada por EUNAVFOR a la Rep�blica de Seychelles y de su trato despu�s de dicha entrega, hecho en Bruselas el 26 de septiembre de 2009 y Declaraci�n de Espa�a en relaci�n con el mismo. Autorizado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 08/10/10 19/10/10 9 610/000204 NO Ordinario GOBIERNO 1 Comisi�n de Asuntos Exteriores Derecho internacional Derecho penal y penitenciario Defensa Medio ambiente Derecho procesal C C 1 234-1 07/06/10 Iniciativa http://www.congreso.es/public_oficiales/L9/CONG/BOCG/C/C_23…",http://www.senado.es/legis9/expedientes/610/xml/INI-3-610000204.xml,etl/data/raw/text_documents/parl_initiative_docs/9f7478f8ef328eca61861bb4c2d012acaff772452656da1fbbcfa4b6494caab1.bin,,,,,,
147652,senado:leg9:exp:610/000206,senado_iniciativas,"Declaraciones previstas en los artículos 31 y 32 de la Convención Internacional para la protección de todas las personas contra las desapariciones forzadas, hecho en Nueva York el 20 de diciembre de 2006. (610/000206)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Declaraciones previstas en los artículos 31 y 32 de la Convención Internacional para la protección de todas las personas contra las desapariciones forzadas, hecho en Nueva York el 20 de diciembre de 2006. (610/000206)","Declaraciones previstas en los art�culos 31 y 32 de la Convenci�n Internacional para la protecci�n de todas las personas contra las desapariciones forzadas, hecho en Nueva York el 20 de diciembre de 2006. Autorizado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 08/10/10 19/10/10 9 610/000206 SI Ordinario GOBIERNO 1 Comisi�n de Asuntos Exteriores Derecho internacional Libertades p�blicas y derechos fundamentales Interior. Seguridad p�blica C C 1 236-1 11/06/10 Iniciativa http://www.congreso.es/public_oficiales/L9/CONG/BOCG/C/C_236-01.PDF C C 1 236-2 30/09/10 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L9/CONG/BOCG/C/C_236-02.PDF C C 1 236-3…",http://www.senado.es/legis9/expedientes/610/xml/INI-3-610000206.xml,etl/data/raw/text_documents/parl_initiative_docs/84302fdc6115ba58fd420f859488b013e0d11ae15d8f1de9002f4390ca8ad965.bin,,,,,,
147673,senado:leg8:exp:610/000228,senado_iniciativas,"Convención sobre los derechos de las personas con discapacidad, hecho en Nueva York el 13 de diciembre de 2006. (610/000228)",xml,bocg,1,1,heuristic_subject_v2,0.82,1,Convenios Internacionales (art�culo 94,"Convención sobre los derechos de las personas con discapacidad, hecho en Nueva York el 13 de diciembre de 2006. (610/000228)","Convenci�n sobre los derechos de las personas con discapacidad, hecho en Nueva York el 13 de diciembre de 2006. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 24/10/07 30/10/07 8 610/000228 NO Urgente GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Pol�tica social Libertades p�blicas y derechos fundamentales Derecho internacional C C 1 303-1 14/09/07 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_303-01.PDF C C 3 303-2 09/10/07 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_303-02.PDF C C 5 303-3 23/10/07 Aprobaci�n por el Pleno http://www.congreso.es/public_oficiales/L8/CONG/BOCG/…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000228.xml,etl/data/raw/text_documents/parl_initiative_docs/234e5f979d217779a941bfca44234016d91edfe409cc3650d2075ba502ed1724.bin,,,,,,
