source_record_pk,sample_initiative_id,initiative_source_id,initiative_title,doc_format,doc_kinds_csv,initiatives_count,doc_refs_count,extractor_version,subject_method,confidence,needs_review,extracted_subject,extracted_title,extracted_excerpt,source_url,raw_path,review_status,final_subject,final_title,final_confidence,review_note,reviewer
142249,congreso:leg15:exp:121/000011/0000,congreso_iniciativas,Proyecto de Ley de Familias.,pdf,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,PROYECTOS DE LEY 8 de marzo de 2024 Núm,Proyecto de Ley de Familias.,"BOLETÍN OFICIAL DE LAS CORTES GENERALES CONGRESO DE LOS DIPUTADOS XV LEGISLATURA Serie A: PROYECTOS DE LEY 8 de marzo de 2024 Núm. 11-1 Pág. 1 PROYECTO DE LEY 121/000011 Proyecto de Ley de Familias. La Mesa de la Cámara, en su reunión del día de hoy, ha adoptado el acuerdo que se indica respecto del asunto de referencia. (121) Proyecto de ley. Autor: Gobierno Proyecto de Ley de Familias. Acuerdo: Encomendar su aprobación con competencia legislativa plena y por el procedimiento de urgencia, conforme a los artículos 148 y 93 del Reglamento, a la Comisión de Derechos Sociales y Consumo. Asimismo, publicar en el Boletín Oficial de las Cortes Generales, estableciendo plazo de enmiendas, por un p…",https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-11-1.PDF,etl/data/raw/text_documents/parl_initiative_docs/f87e4f5ab85712fc7adf416401cf46941338eb0f7e8416e4aa049f91aea51758.pdf,,,,,,
