source_record_pk,sample_initiative_id,initiative_source_id,initiative_title,doc_format,doc_kinds_csv,initiatives_count,doc_refs_count,extractor_version,subject_method,confidence,needs_review,extracted_subject,extracted_title,extracted_excerpt,source_url,raw_path,review_status,final_subject,final_title,final_confidence,review_note,reviewer
144083,senado:leg8:exp:610/000109,senado_iniciativas,"Protocolo facultativo a la Convención contra la tortura y otros tratos o penas crueles, inhumanos o degradantes, hecho en Nueva York el 18 de diciembre de 2002. (610/000109)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Protocolo facultativo a la Convención contra la tortura y otros tratos o penas crueles, inhumanos o degradantes, hecho en Nueva York el 18 de diciembre de 2002. (610/000109)","Protocolo facultativo a la Convenci�n contra la tortura y otros tratos o penas crueles, inhumanos o degradantes, hecho en Nueva York el 18 de diciembre de 2002. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 14/10/05 18/10/05 8 610/000109 SI Urgente GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Organismos internacionales Derecho internacional Interior. Seguridad p�blica Libertades p�blicas y derechos fundamentales C C 1 120-1 12/07/05 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_120-01.PDF C C 3 120-2 04/10/05 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_120-02.PDF C C 5 120-…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000109.xml,etl/data/raw/text_documents/parl_initiative_docs/9524bb2e8b23762587596ebcc4be620eeb3350fe16c75bf42446a57cb901a314.bin,,,,,,
144100,senado:leg8:exp:610/000126,senado_iniciativas,"Convención de las Naciones Unidas contra la corrupción, hecha en Nueva York el 31 de octubre de 2003 y Declaración que España va a formular en el momento de su ratificación. (610/000126)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Convención de las Naciones Unidas contra la corrupción, hecha en Nueva York el 31 de octubre de 2003 y Declaración que España va a formular en el momento de su ratificación. (610/000126)","Convenci�n de las Naciones Unidas contra la corrupci�n, hecha en Nueva York el 31 de octubre de 2003 y Declaraci�n que Espa�a va a formular en el momento de su ratificaci�n. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 23/03/06 04/04/06 8 610/000126 NO Ordinario GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Derecho internacional Derecho penal y penitenciario Relaciones internacionales C C 1 145-1 23/12/05 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_145-01.PDF C C 3 145-2 13/03/06 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_145-02.PDF C C 5 145-3 23/03/06 Aprobaci�n por el…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000126.xml,etl/data/raw/text_documents/parl_initiative_docs/6180d2cebd9d579624c770d7395e4536969071092c6e3c79f719e94a7cda5398.bin,,,,,,
144120,senado:leg8:exp:610/000146,senado_iniciativas,"Solicitud de admisión de España en la Organización Internacional para las Migraciones y aceptación de la Constitución de la Organización Internacional para las Migraciones, de 19 de octubre de 1953, enmendada el 20 de mayo de 1987 y el 24 de noviembre de 1998. (610/000146)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Solicitud de admisión de España en la Organización Internacional para las Migraciones y aceptación de la Constitución de la Organización Internacional para las Migraciones, de 19 de octubre de 1953, enmendada el 20 de mayo de 1987 y el 24 de noviembre de 1998. (610/000146)","Solicitud de admisi�n de Espa�a en la Organizaci�n Internacional para las Migraciones y aceptaci�n de la Constituci�n de la Organizaci�n Internacional para las Migraciones, de 19 de octubre de 1953, enmendada el 20 de mayo de 1987 y el 24 de noviembre de 1998. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 26/05/06 30/05/06 8 610/000146 NO Urgente GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Derecho internacional C C 1 166-1 28/04/06 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_166-01.PDF C C 3 166-2 25/05/06 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_166-02.PDF C C 5 166-…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000146.xml,etl/data/raw/text_documents/parl_initiative_docs/b3d1161c524dc77a2470696cb736c94591c2c0af1af463ade65269de0a64a127.bin,,,,,,
144122,senado:leg8:exp:610/000148,senado_iniciativas,"Convención para la salvaguardia del patrimonio cultural inmaterial, hecho en París el 3 de noviembre de 2003. (610/000148)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Convención para la salvaguardia del patrimonio cultural inmaterial, hecho en París el 3 de noviembre de 2003. (610/000148)","Convenci�n para la salvaguardia del patrimonio cultural inmaterial, hecho en Par�s el 3 de noviembre de 2003. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 30/06/06 11/07/06 8 610/000148 NO Urgente GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Organismos internacionales Sociedad Cultura C C 1 168-1 28/04/06 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_168-01.PDF C C 3 168-2 25/05/06 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_168-02.PDF C C 5 168-3 27/06/06 Aprobaci�n por el Pleno http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_168-03.PDF C C 7 168-4 06/03/08 �ndic…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000148.xml,etl/data/raw/text_documents/parl_initiative_docs/e3c115ec9f2dc434a12aed943d8231241a16b7b15083f8710699b867bfe513b3.bin,,,,,,
144123,senado:leg8:exp:610/000149,senado_iniciativas,"Convención sobre la protección y promoción de la diversidad de las expresiones culturales, hecha en París el 20 de octubre de 2005. (610/000149)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Convención sobre la protección y promoción de la diversidad de las expresiones culturales, hecha en París el 20 de octubre de 2005. (610/000149)","Convenci�n sobre la protecci�n y promoci�n de la diversidad de las expresiones culturales, hecha en Par�s el 20 de octubre de 2005. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 05/07/06 11/07/06 8 610/000149 NO Urgente GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Organismos internacionales Cultura Derecho internacional C C 1 170-1 26/05/06 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_170-01.PDF C C 3 170-2 26/06/06 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_170-02.PDF C C 5 170-3 05/07/06 Aprobaci�n por el Pleno http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_17…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000149.xml,etl/data/raw/text_documents/parl_initiative_docs/edd3a0e0aa3b4c91a1544145069075b690cd026198bb7c545cbfa214a7f5b69d.bin,,,,,,
144126,senado:leg8:exp:610/000152,senado_iniciativas,"Convención Internacional contra el dopaje en el deporte, hecho en París el 18 de noviembre de 2005. (610/000152)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Convención Internacional contra el dopaje en el deporte, hecho en París el 18 de noviembre de 2005. (610/000152)","Convenci�n Internacional contra el dopaje en el deporte, hecho en Par�s el 18 de noviembre de 2005. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 05/07/06 11/07/06 8 610/000152 NO Urgente GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Sociedad Derecho internacional Deporte Organismos internacionales C C 1 174-1 02/06/06 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_174-01.PDF C C 3 174-2 26/06/06 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_174-02.PDF C C 5 174-3 05/07/06 Aprobaci�n por el Pleno http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_174-03.PDF C C 7 174-4 06…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000152.xml,etl/data/raw/text_documents/parl_initiative_docs/040675a65c5e0fd37ac2e01cf7f210aba2806eb69909ebbc380a822a467370be.bin,,,,,,
144127,senado:leg8:exp:610/000153,senado_iniciativas,"Protocolo contra la fabricación y el tráfico ilícitos de armas de fuego, sus piezas y componentes y municiones, que complementa la Convención de las Naciones Unidas contra la delincuencia organizada transnacional, hecho en Nueva York el 22 de diciembre de 2003 y Declaración que España va a formular. (610/000153)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Protocolo contra la fabricación y el tráfico ilícitos de armas de fuego, sus piezas y componentes y municiones, que complementa la Convención de las Naciones Unidas contra la delincuencia organizada transnacional, hecho en Nueva York el 22 de diciembre de 2003 y Declaración que España va a formular. (610/000153)","Protocolo contra la fabricaci�n y el tr�fico il�citos de armas de fuego, sus piezas y componentes y municiones, que complementa la Convenci�n de las Naciones Unidas contra la delincuencia organizada transnacional, hecho en Nueva York el 22 de diciembre de 2003 y Declaraci�n que Espa�a va a formular. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 08/11/06 21/11/06 8 610/000153 NO Urgente GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Defensa Derecho internacional Interior. Seguridad p�blica Comercio Sociedad C C 1 177-1 23/06/06 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_177-01.PDF C C 3 177-2 24/10/06 Dictamen…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000153.xml,etl/data/raw/text_documents/parl_initiative_docs/8b447b2aaa667a7e2a149da4f5d8164b9064b633e4c8c9f83a019e65c4b2d6b6.bin,,,,,,
144128,senado:leg8:exp:610/000154,senado_iniciativas,"Protocolo sobre los restos explosivos de guerra, adicional a la Convención sobre prohibiciones o restricciones del empleo de ciertas armas convencionales que puedan considerarse excesivamente nocivas o de efectos indiscriminados (Protocolo V), hecho en Ginebra el 28 de noviembre de 2003. (610/000154)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Protocolo sobre los restos explosivos de guerra, adicional a la Convención sobre prohibiciones o restricciones del empleo de ciertas armas convencionales que puedan considerarse excesivamente nocivas o de efectos indiscriminados (Protocolo V), hecho en Ginebra el 28 de noviembre de 2003. (610/000154)","Protocolo sobre los restos explosivos de guerra, adicional a la Convenci�n sobre prohibiciones o restricciones del empleo de ciertas armas convencionales que puedan considerarse excesivamente nocivas o de efectos indiscriminados (Protocolo V), hecho en Ginebra el 28 de noviembre de 2003. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 08/11/06 21/11/06 8 610/000154 NO Urgente GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Relaciones internacionales Defensa Derecho internacional C C 1 181-1 11/09/06 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_181-01.PDF C C 3 181-2 24/10/06 Dictamen de la Comisi�n http://www.cong…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000154.xml,etl/data/raw/text_documents/parl_initiative_docs/9e048ddffa876b93eb1ad4e716b4a39ea3370b0b3ac4ff781060091e56cdc0a6.bin,,,,,,
144129,senado:leg8:exp:610/000155,senado_iniciativas,"Extensión de la Declaración de ciertos Gobiernos europeos relativa a la fase de producción de los Lanzadores ARIANE, hecha en Berlín el 6 de diciembre de 2005. (610/000155)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Extensión de la Declaración de ciertos Gobiernos europeos relativa a la fase de producción de los Lanzadores ARIANE, hecha en Berlín el 6 de diciembre de 2005. (610/000155)","Extensi�n de la Declaraci�n de ciertos Gobiernos europeos relativa a la fase de producci�n de los Lanzadores ARIANE, hecha en Berl�n el 6 de diciembre de 2005. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 08/11/06 21/11/06 8 610/000155 NO Urgente GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Relaciones internacionales Industria Transportes C C 1 193-1 11/09/06 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_193-01.PDF C C 3 193-2 24/10/06 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_193-02.PDF C C 5 193-3 07/11/06 Aprobaci�n por el Pleno http://www.congreso.es/public_oficiales…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000155.xml,etl/data/raw/text_documents/parl_initiative_docs/7878e8a33bd06d5bdb7281b38f0e641ed40fdd81915e557bec565dcd1a0b95cb.bin,,,,,,
144134,senado:leg8:exp:610/000160,senado_iniciativas,"Decisión de los Representantes de los Gobiernos de los Estados miembros, reunidos en el seno del Consejo de 28 de abril de 2004, relativa a los privilegios e inmunidades otorgados a ATHENA, hecha en Bruselas el 28 de abril de 2004. (610/000160)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Decisión de los Representantes de los Gobiernos de los Estados miembros, reunidos en el seno del Consejo de 28 de abril de 2004, relativa a los privilegios e inmunidades otorgados a ATHENA, hecha en Bruselas el 28 de abril de 2004. (610/000160)","Decisi�n de los Representantes de los Gobiernos de los Estados miembros, reunidos en el seno del Consejo de 28 de abril de 2004, relativa a los privilegios e inmunidades otorgados a ATHENA, hecha en Bruselas el 28 de abril de 2004. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 10/11/06 21/11/06 8 610/000160 NO Ordinario GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Hacienda p�blica. Presupuestos Derecho comunitario UE. Instituciones comunitarias Relaciones internacionales Pol�tica financiera y monetaria C C 1 180-1 30/06/06 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_180-01.PDF C C 3 180-2 24/10/06 Dictamen d…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000160.xml,etl/data/raw/text_documents/parl_initiative_docs/66a18dcf6f30cf52141a5293c0973796dc335d2fcd4206b82d5ce6f1986db0bc.bin,,,,,,
144148,senado:leg8:exp:610/000174,senado_iniciativas,"Canje de Notas, hecho en Madrid los días 7 y 17 de abril de 2006, entre el Reino de España y la República Francesa sobre la aplicación en España del SOFA OTAN a las tropas participantes en el ejercicio EGEX-06 de la Fuerza de Gendarmería Europea que tendrá lugar en Madrid del 19 al 28 de abril. (610/000174)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Canje de Notas, hecho en Madrid los días 7 y 17 de abril de 2006, entre el Reino de España y la República Francesa sobre la aplicación en España del SOFA OTAN a las tropas participantes en el ejercicio EGEX-06 de la Fuerza de Gendarmería Europea que tendrá lugar en Madrid del 19 al 28 de abril. (610/000174)","Canje de Notas, hecho en Madrid los d�as 7 y 17 de abril de 2006, entre el Reino de Espa�a y la Rep�blica Francesa sobre la aplicaci�n en Espa�a del SOFA OTAN a las tropas participantes en el ejercicio EGEX-06 de la Fuerza de Gendarmer�a Europea que tendr� lugar en Madrid del 19 al 28 de abril. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 11/12/06 19/12/06 8 610/000174 SI Ordinario GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Organismos internacionales Defensa UE. Instituciones comunitarias Relaciones internacionales Interior. Seguridad p�blica C C 1 200-1 29/09/06 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000174.xml,etl/data/raw/text_documents/parl_initiative_docs/7dc74922cbf60f15b868ab31591129510a852fe2f49ef647a0ee4e5c71dc9321.bin,,,,,,
144149,senado:leg8:exp:610/000175,senado_iniciativas,"Canje de Notas, hecho en Madrid los días 7 y 17 de abril de 2006, entre el Reino de España y la República Italiana sobre la aplicación en España del SOFA OTAN a las tropas participantes en el ejercicio EGEX-06 de la Fuerza de Gendarmería Europea que tendrá lugar en Madrid del 19 al 28 de abril. (610/000175)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Canje de Notas, hecho en Madrid los días 7 y 17 de abril de 2006, entre el Reino de España y la República Italiana sobre la aplicación en España del SOFA OTAN a las tropas participantes en el ejercicio EGEX-06 de la Fuerza de Gendarmería Europea que tendrá lugar en Madrid del 19 al 28 de abril. (610/000175)","Canje de Notas, hecho en Madrid los d�as 7 y 17 de abril de 2006, entre el Reino de Espa�a y la Rep�blica Italiana sobre la aplicaci�n en Espa�a del SOFA OTAN a las tropas participantes en el ejercicio EGEX-06 de la Fuerza de Gendarmer�a Europea que tendr� lugar en Madrid del 19 al 28 de abril. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 11/12/06 19/12/06 8 610/000175 SI Ordinario GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Interior. Seguridad p�blica Relaciones internacionales UE. Instituciones comunitarias Organismos internacionales Defensa C C 1 201-1 29/09/06 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000175.xml,etl/data/raw/text_documents/parl_initiative_docs/3c45778369c35401c67b6c6fa672e1a1c13522453eff2ba11f779ae9f73060ae.bin,,,,,,
144150,senado:leg8:exp:610/000176,senado_iniciativas,"Canje de Notas, hecho en Madrid el 17 de abril de 2006, entre el Reino de España y la República Portuguesa sobre la aplicación en España del SOFA OTAN a las tropas participantes en el ejercicio EGEX-06 de la Fuerza de Gendarmería Europea que tendrá lugar en Madrid del 19 al 28 de abril. (610/000176)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Canje de Notas, hecho en Madrid el 17 de abril de 2006, entre el Reino de España y la República Portuguesa sobre la aplicación en España del SOFA OTAN a las tropas participantes en el ejercicio EGEX-06 de la Fuerza de Gendarmería Europea que tendrá lugar en Madrid del 19 al 28 de abril. (610/000176)","Canje de Notas, hecho en Madrid el 17 de abril de 2006, entre el Reino de Espa�a y la Rep�blica Portuguesa sobre la aplicaci�n en Espa�a del SOFA OTAN a las tropas participantes en el ejercicio EGEX-06 de la Fuerza de Gendarmer�a Europea que tendr� lugar en Madrid del 19 al 28 de abril. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 11/12/06 19/12/06 8 610/000176 SI Ordinario GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Defensa UE. Instituciones comunitarias Interior. Seguridad p�blica Relaciones internacionales Organismos internacionales C C 1 202-1 29/09/06 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_202-01…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000176.xml,etl/data/raw/text_documents/parl_initiative_docs/54a9253e4e4cddb417519e0581fb2b1a4687b4688ee516da4d6ee11ed7852ef5.bin,,,,,,
144151,senado:leg8:exp:610/000177,senado_iniciativas,"Canje de Notas, hecho en Madrid los días 7 y 13 de abril de 2006, entre el Reino de España y el Reino de los Países Bajos sobre la aplicación en España del SOFA OTAN a las tropas participantes en el ejercicio EGEX-06 de la Fuerza de Gendarmería Europea que tendrá lugar en Madrid del 19 al 28 de abril. (610/000177)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Canje de Notas, hecho en Madrid los días 7 y 13 de abril de 2006, entre el Reino de España y el Reino de los Países Bajos sobre la aplicación en España del SOFA OTAN a las tropas participantes en el ejercicio EGEX-06 de la Fuerza de Gendarmería Europea que tendrá lugar en Madrid del 19 al 28 de abril. (610/000177)","Canje de Notas, hecho en Madrid los d�as 7 y 13 de abril de 2006, entre el Reino de Espa�a y el Reino de los Pa�ses Bajos sobre la aplicaci�n en Espa�a del SOFA OTAN a las tropas participantes en el ejercicio EGEX-06 de la Fuerza de Gendarmer�a Europea que tendr� lugar en Madrid del 19 al 28 de abril. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 11/12/06 19/12/06 8 610/000177 SI Ordinario GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Defensa Relaciones internacionales Interior. Seguridad p�blica Organismos internacionales UE. Instituciones comunitarias C C 1 203-1 29/09/06 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000177.xml,etl/data/raw/text_documents/parl_initiative_docs/5de1090e4420b337e044d714e6fd62bf25d8048192a5931bc4982bdeeda411c1.bin,,,,,,
144159,senado:leg8:exp:610/000185,senado_iniciativas,Denuncia del Canje de Notas de 26 de marzo de 1962 entre España y Bolivia por el que se suprimen los visados entre ambos países. (610/000185),xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,Denuncia del Canje de Notas de 26 de marzo de 1962 entre España y Bolivia por el que se suprimen los visados entre ambos países. (610/000185),Denuncia del Canje de Notas de 26 de marzo de 1962 entre Espa�a y Bolivia por el que se suprimen los visados entre ambos pa�ses. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 08/03/07 20/03/07 8 610/000185 NO Urgente GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Derecho internacional Interior. Seguridad p�blica C C 1 223-1 09/02/07 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_223-01.PDF C C 3 223-2 26/02/07 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_223-02.PDF C C 5 223-3 07/03/07 Aprobaci�n por el Pleno http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_223-03.PDF C…,http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000185.xml,etl/data/raw/text_documents/parl_initiative_docs/99c2956855664b84db1c410e071d72630e076752a5975081d6ca22205ad5fe4b.bin,,,,,,
144165,senado:leg8:exp:610/000191,senado_iniciativas,"Canje de Cartas, hecho en Viena el 12 de septiembre de 2006, entre España y las Naciones Unidas para la celebración del XVI Seminario de Naciones Unidas/Federación Astronáutica Internacional (FAI) sobre utilización de la tecnología espacial para la gestión del agua (Valencia, 29 y 30 de septiembre de 2006). (610/000191)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Canje de Cartas, hecho en Viena el 12 de septiembre de 2006, entre España y las Naciones Unidas para la celebración del XVI Seminario de Naciones Unidas/Federación Astronáutica Internacional (FAI) sobre utilización de la tecnología espacial para la gestión del agua (Valencia, 29 y 30 de septiembre de 2006). (610/00019…","Canje de Cartas, hecho en Viena el 12 de septiembre de 2006, entre Espa�a y las Naciones Unidas para la celebraci�n del XVI Seminario de Naciones Unidas/Federaci�n Astron�utica Internacional (FAI) sobre utilizaci�n de la tecnolog�a espacial para la gesti�n del agua (Valencia, 29 y 30 de septiembre de 2006). Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 21/03/07 26/03/07 8 610/000191 SI Ordinario GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Ciencia Derecho internacional Organismos internacionales Medio ambiente Investigaci�n, desarrollo e innovaci�n Relaciones internacionales C C 1 221-1 09/02/07 Iniciativa http://www.congreso.es/pu…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000191.xml,etl/data/raw/text_documents/parl_initiative_docs/2e1c291104dd474b78b67905f8f848cf68f0d32fb8e53880b8d809f197d395d9.bin,,,,,,
144174,senado:leg8:exp:610/000200,senado_iniciativas,"Protocolo sobre cooperación para prevenir la contaminación por buques y, en situaciones de emergencia, combatir la contaminación del mar Mediterráneo, hecho en La Valletta el 25 de enero de 2002. (610/000200)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Protocolo sobre cooperación para prevenir la contaminación por buques y, en situaciones de emergencia, combatir la contaminación del mar Mediterráneo, hecho en La Valletta el 25 de enero de 2002. (610/000200)","Protocolo sobre cooperaci�n para prevenir la contaminaci�n por buques y, en situaciones de emergencia, combatir la contaminaci�n del mar Mediterr�neo, hecho en La Valletta el 25 de enero de 2002. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 09/04/07 17/04/07 8 610/000200 NO Ordinario GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Medio ambiente Relaciones internacionales C C 1 231-1 16/02/07 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_231-01.PDF C C 3 231-2 27/03/07 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_231-02.PDF C C 5 231-3 02/04/07 Aprobaci�n por el Pleno http://w…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000200.xml,etl/data/raw/text_documents/parl_initiative_docs/2baf13792466cbda690946cbc966d5ce0a7c9ec054fd7227d7bca1fd6fc2df82.bin,,,,,,
144179,senado:leg8:exp:610/000205,senado_iniciativas,"Protocolo facultativo de la Convención sobre la seguridad del personal de las Naciones Unidas y el personal asociado, hecho en Nueva York el 8 de diciembre de 2005. (610/000205)",xml,bocg,1,1,heuristic_subject_v2,keyword_window,0.82,1,Convenios Internacionales (art�culo 94,"Protocolo facultativo de la Convención sobre la seguridad del personal de las Naciones Unidas y el personal asociado, hecho en Nueva York el 8 de diciembre de 2005. (610/000205)","Protocolo facultativo de la Convenci�n sobre la seguridad del personal de las Naciones Unidas y el personal asociado, hecho en Nueva York el 8 de diciembre de 2005. Aprobado Autorizaci�n de Convenios Internacionales (art�culo 94.1 de la Constituci�n). 09/04/07 17/04/07 8 610/000205 NO Ordinario GOBIERNO 1 E000045 Comisi�n de Asuntos Exteriores y Cooperaci�n Derecho internacional Relaciones internacionales C C 1 237-1 02/03/07 Iniciativa http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_237-01.PDF C C 3 237-2 27/03/07 Dictamen de la Comisi�n http://www.congreso.es/public_oficiales/L8/CONG/BOCG/C/C_237-02.PDF C C 5 237-3 02/04/07 Aprobaci�n por el Pleno http://www.congreso.es/public_of…",http://www.senado.es/legis8/expedientes/610/xml/INI-3-610000205.xml,etl/data/raw/text_documents/parl_initiative_docs/60ba21eaf41ee532c3bfdcb2e3ca1e06cdc91d63afc480663eca8d5af0a72cec.bin,,,,,,
