source_id,run_id,run_status,run_records_seen,run_records_loaded,source_records_total,run_started_at,run_finished_at,message,generated_at
aemet_opendata_series,246,ok,2,2,2,2026-02-17T10:40:35+00:00,2026-02-17T10:40:44+00:00,Ingesta completada: 2/2 registros validos (from-file),2026-02-17T10:40:44+00:00
