source_id,run_id,run_status,run_records_seen,run_records_loaded,source_records_total,run_started_at,run_finished_at,message,generated_at
bde_series_api,242,error,0,0,2,2026-02-17T10:38:28+00:00,2026-02-17T10:38:32+00:00,"Error: <urlopen error [Errno 8] nodename nor servname provided, or not known>",2026-02-17T10:38:32+00:00
