link_key,fragment_id,norm_id,boe_id,delegating_actor_label,delegated_institution_label,designated_role_title,current_designated_actor_label,current_appointment_start_date,current_appointment_end_date,current_enforcement_evidence_date,current_source_url,current_evidence_quote,chain_confidence,reasons_csv,actionability,decision,reviewed_designated_actor_label,reviewed_appointment_start_date,reviewed_appointment_end_date,reviewed_enforcement_evidence_date,reviewed_source_url,reviewed_evidence_quote,review_note,pending_reason,top_candidates_count,top_candidates_json,capture_query_primary,capture_query_secondary,resolution_note
delegated_enforcement_v1|es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias|Ministerio de Hacienda|AEAT|Agencia Estatal de Administracion Tributaria|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23514,es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias,es:boe-a-2003-23514,BOE-A-2003-23514,Ministerio de Hacienda,AEAT,Direccion General de la AEAT,Agencia Estatal de Administracion Tributaria,2024-01-01,,2025-12-31,https://www.boe.es/buscar/act.php?id=BOE-A-2003-23514,La AEAT ejerce competencias sancionadoras en el ambito tributario estatal.,0.81,institutional_designated_actor,actionable,pending,,,,,,,auto_assist:role_alignment_failed:director_general_not_found,auto_assist:role_alignment_failed:director_general_not_found,5,"[{""candidate_rank_for_link"": 1, ""candidate_boe_id"": ""BOE-A-2007-21932"", ""candidate_score"": 41, ""candidate_relevance_bucket"": ""strong"", ""role_token_overlap"": 1, ""institution_token_overlap"": 0, ""candidate_title"": ""Resolución de 12 de diciembre de 2007, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Subdirector General de Información y Asistencia Tributaria en el Departamento de Gestión y Tributaria de don Francisco Luis Via Ozalla."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-2007-21932"", ""candidate_publication_date_iso"": ""2007-12-20""}, {""candidate_rank_for_link"": 2, ""candidate_boe_id"": ""BOE-A-2007-17354"", ""candidate_score"": 40, ""candidate_relevance_bucket"": ""strong"", ""role_token_overlap"": 1, ""institution_token_overlap"": 0, ""candidate_title"": ""Resolución de 26 de septiembre de 2007, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Domingo Javier Molina Moscoso como Subdirector General de Aplicaciones en el Departamento de Informática Tributaria."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-2007-17354"", ""candidate_publication_date_iso"": ""2007-10-04""}, {""candidate_rank_for_link"": 3, ""candidate_boe_id"": ""BOE-A-2007-14895"", ""candidate_score"": 40, ""candidate_relevance_bucket"": ""strong"", ""role_token_overlap"": 1, ""institution_token_overlap"": 0, ""candidate_title"": ""Resolución de 27 de julio de 2007, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña María Consuelo Sánchez García como Subdirectora General de Organización y Planificación en el Departamento de Recaudación."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-2007-14895"", ""candidate_publication_date_iso"": ""2007-08-04""}, {""candidate_rank_for_link"": 4, ""candidate_boe_id"": ""BOE-A-2007-7488"", ""candidate_score"": 40, ""candidate_relevance_bucket"": ""strong"", ""role_token_overlap"": 1, ""institution_token_overlap"": 0, ""candidate_title"": ""Corrección de errores de la Resolución de 20 de marzo de 2007, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Subdirector General de Planificación y Programación en el Departamento de Organización, Planificación y Relaciones Institucionales de don Antonio Francisco Ansón Latorre."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-2007-7488"", ""candidate_publication_date_iso"": ""2007-04-10""}, {""candidate_rank_for_link"": 5, ""candidate_boe_id"": ""BOE-A-2007-6343"", ""candidate_score"": 40, ""candidate_relevance_bucket"": ""strong"", ""role_token_overlap"": 1, ""institution_token_overlap"": 0, ""candidate_title"": ""Resolución de 20 de marzo de 2007, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Subdirector General de Planificación y Programación en el Departamento de Organización, Planificación y Relaciones Internacionales de don Antonio Francisco Ansón Latorre."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-2007-6343"", ""candidate_publication_date_iso"": ""2007-03-26""}]",nombramiento Direccion General de la AEAT AEAT,nombramiento AEAT,
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion,es:boe-a-2004-18398,BOE-A-2004-18398,Ministerio de Hacienda,AEAT,Unidad procedimental sancionadora,,2024-01-01,,,https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,La aplicacion procedimental depende de organos delegados con instrucciones ministeriales.,0.59,missing_designated_actor|missing_enforcement_evidence_date,actionable,pending,,,,,,,auto_assist:role_alignment_failed:procedural_unit_not_found,auto_assist:role_alignment_failed:procedural_unit_not_found,5,"[{""candidate_rank_for_link"": 1, ""candidate_boe_id"": ""BOE-A-2024-12397"", ""candidate_score"": 29, ""candidate_relevance_bucket"": ""weak"", ""role_token_overlap"": 0, ""institution_token_overlap"": 0, ""candidate_title"": ""Resolución de 12 de junio de 2024, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se renueva el nombramiento de vocales de la Comisión Consultiva de Ética."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-2024-12397"", ""candidate_publication_date_iso"": ""2024-06-19""}, {""candidate_rank_for_link"": 2, ""candidate_boe_id"": ""BOE-A-2010-5072"", ""candidate_score"": 28, ""candidate_relevance_bucket"": ""weak"", ""role_token_overlap"": 0, ""institution_token_overlap"": 0, ""candidate_title"": ""Resolución de 17 de marzo de 2010, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se delega el ejercicio de las competencias para el nombramiento y cese de los representantes de la Agencia Estatal de Administración Tributaria en las Comisiones o grupos de trabajo del Consejo Superior para la Dirección y Coordinación de la Gestión Tributaria, así como para el nombramiento y cese de los representantes y sus sustitutos de la Agencia en los Consejos Territoriales para la Dirección y Coordinación de la Gestión Tributaria."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-2010-5072"", ""candidate_publication_date_iso"": ""2010-03-27""}, {""candidate_rank_for_link"": 3, ""candidate_boe_id"": ""BOE-A-2008-9974"", ""candidate_score"": 27, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 0, ""candidate_title"": ""Resolución de 10 de junio de 2008, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Director del Servicio de Auditoría Interna de la Agencia Estatal de Administración Tributaria, de don Tomás Merola Macanás."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-2008-9974"", ""candidate_publication_date_iso"": ""2008-06-11""}, {""candidate_rank_for_link"": 4, ""candidate_boe_id"": ""BOE-A-2008-9782"", ""candidate_score"": 26, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 0, ""candidate_title"": ""Resolución de 4 de junio de 2008, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Delegado Especial de la Agencia Estatal de Administración Tributaria de Galicia de don Luis Antonio Pazos Franco."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-2008-9782"", ""candidate_publication_date_iso"": ""2008-06-06""}, {""candidate_rank_for_link"": 5, ""candidate_boe_id"": ""BOE-A-2008-8196"", ""candidate_score"": 25, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 0, ""candidate_title"": ""Resolución de 29 de abril de 2008, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Secretario Técnico Permanente de la Comisión Mixta de Coordinación de la Gestión Tributaria y Director Adjunto del Departamento de Organización, Planificación y Relaciones Institucionales de don Gaspar Caballo Mingo."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-2008-8196"", ""candidate_publication_date_iso"": ""2008-05-09""}]",nombramiento Unidad procedimental sancionadora AEAT,nombramiento AEAT,
delegated_enforcement_v1|es:boe-a-1994-8985:fragment:articulo:bloque-procedimental-sancionador|Ministerio competente en trafico|DGT|Unidad sancionadora DGT|https://www.boe.es/buscar/act.php?id=BOE-A-1994-8985,es:boe-a-1994-8985:fragment:articulo:bloque-procedimental-sancionador,es:boe-a-1994-8985,BOE-A-1994-8985,Ministerio competente en trafico,DGT,Subdireccion de Gestion de Sanciones,Unidad sancionadora DGT,2024-01-01,,2025-12-31,https://www.boe.es/buscar/act.php?id=BOE-A-1994-8985,El procedimiento sancionador se ejecuta por los organos de trafico competentes.,0.78,institutional_designated_actor,actionable,pending,,,,,,,auto_assist:role_alignment_failed:role_topic_overlap_zero,auto_assist:role_alignment_failed:role_topic_overlap_zero,5,"[{""candidate_rank_for_link"": 1, ""candidate_boe_id"": ""BOE-A-2003-23115"", ""candidate_score"": 29, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 0, ""candidate_title"": ""Orden INT/3514/2003, de 5 de diciembre, por la que se dispone el nombramiento de don Mariano Fernández Fernández como Subdirector General de Normativa y Recursos de la Dirección General de Tráfico."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-2003-23115"", ""candidate_publication_date_iso"": ""2003-12-17""}, {""candidate_rank_for_link"": 2, ""candidate_boe_id"": ""BOE-A-1997-2771"", ""candidate_score"": 28, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 0, ""candidate_title"": ""Orden de 24 de enero de 1997 por la que se dispone el nombramiento de don Ventura Hernando Barberán como Subdirector general de Legislación y Recursos de la Dirección General de Tráfico."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-1997-2771"", ""candidate_publication_date_iso"": ""1997-02-08""}, {""candidate_rank_for_link"": 3, ""candidate_boe_id"": ""BOE-A-1996-25171"", ""candidate_score"": 27, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 0, ""candidate_title"": ""Orden de 29 de octubre de 1996 por la que se dispone el nombramiento de doña Enriqueta Zepeda Aguilar, como Secretaría general, de la Dirección General de Tráfico."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-1996-25171"", ""candidate_publication_date_iso"": ""1996-11-13""}, {""candidate_rank_for_link"": 4, ""candidate_boe_id"": ""BOE-A-1990-16923"", ""candidate_score"": 26, ""candidate_relevance_bucket"": ""weak"", ""role_token_overlap"": 0, ""institution_token_overlap"": 0, ""candidate_title"": ""Resolución de 1 de julio de 1990, de la Subsecretaría, por la que se hace público el nombramiento, por el sistema de libre designación, del funcionario don Eduardo Berzosa Alonso-Martínez para el puesto de trabajo de Subdirector general adjunto de Personal de la Dirección General de Tráfico."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-1990-16923"", ""candidate_publication_date_iso"": ""1990-07-17""}, {""candidate_rank_for_link"": 5, ""candidate_boe_id"": ""BOE-A-1985-13094"", ""candidate_score"": 25, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 0, ""candidate_title"": ""Orden de 28 de junio de 1985 por la que se dispone el nombramiento como Subdirector general de Tráfico Marítimo, en la Dirección General de la Marina Mercante, de don Miguel Hernández Hernández."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-1985-13094"", ""candidate_publication_date_iso"": ""1985-07-05""}]",nombramiento Subdireccion de Gestion de Sanciones DGT,nombramiento DGT,
delegated_enforcement_v1|es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal|Ministerio competente en trafico|DGT|Direccion General de Trafico|https://www.boe.es/buscar/act.php?id=BOE-A-2015-11722,es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal,es:boe-a-2015-11722,BOE-A-2015-11722,Ministerio competente en trafico,DGT,Direccion General,Direccion General de Trafico,2024-01-01,,2025-12-31,https://www.boe.es/buscar/act.php?id=BOE-A-2015-11722,El organismo competente en trafico tramita y ejecuta el regimen sancionador.,0.82,institutional_designated_actor,actionable,pending,,,,,,,auto_assist:role_alignment_failed:director_general_not_found,auto_assist:role_alignment_failed:director_general_not_found,5,"[{""candidate_rank_for_link"": 1, ""candidate_boe_id"": ""BOE-A-2003-23115"", ""candidate_score"": 49, ""candidate_relevance_bucket"": ""strong"", ""role_token_overlap"": 1, ""institution_token_overlap"": 0, ""candidate_title"": ""Orden INT/3514/2003, de 5 de diciembre, por la que se dispone el nombramiento de don Mariano Fernández Fernández como Subdirector General de Normativa y Recursos de la Dirección General de Tráfico."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-2003-23115"", ""candidate_publication_date_iso"": ""2003-12-17""}, {""candidate_rank_for_link"": 2, ""candidate_boe_id"": ""BOE-A-1997-2771"", ""candidate_score"": 48, ""candidate_relevance_bucket"": ""strong"", ""role_token_overlap"": 1, ""institution_token_overlap"": 0, ""candidate_title"": ""Orden de 24 de enero de 1997 por la que se dispone el nombramiento de don Ventura Hernando Barberán como Subdirector general de Legislación y Recursos de la Dirección General de Tráfico."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-1997-2771"", ""candidate_publication_date_iso"": ""1997-02-08""}, {""candidate_rank_for_link"": 3, ""candidate_boe_id"": ""BOE-A-1996-25171"", ""candidate_score"": 47, ""candidate_relevance_bucket"": ""strong"", ""role_token_overlap"": 1, ""institution_token_overlap"": 0, ""candidate_title"": ""Orden de 29 de octubre de 1996 por la que se dispone el nombramiento de doña Enriqueta Zepeda Aguilar, como Secretaría general, de la Dirección General de Tráfico."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-1996-25171"", ""candidate_publication_date_iso"": ""1996-11-13""}, {""candidate_rank_for_link"": 4, ""candidate_boe_id"": ""BOE-A-1990-16923"", ""candidate_score"": 46, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 1, ""institution_token_overlap"": 0, ""candidate_title"": ""Resolución de 1 de julio de 1990, de la Subsecretaría, por la que se hace público el nombramiento, por el sistema de libre designación, del funcionario don Eduardo Berzosa Alonso-Martínez para el puesto de trabajo de Subdirector general adjunto de Personal de la Dirección General de Tráfico."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-1990-16923"", ""candidate_publication_date_iso"": ""1990-07-17""}, {""candidate_rank_for_link"": 5, ""candidate_boe_id"": ""BOE-A-1985-13094"", ""candidate_score"": 45, ""candidate_relevance_bucket"": ""strong"", ""role_token_overlap"": 1, ""institution_token_overlap"": 0, ""candidate_title"": ""Orden de 28 de junio de 1985 por la que se dispone el nombramiento como Subdirector general de Tráfico Marítimo, en la Dirección General de la Marina Mercante, de don Miguel Hernández Hernández."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-1985-13094"", ""candidate_publication_date_iso"": ""1985-07-05""}]",nombramiento Direccion General DGT,nombramiento DGT,
delegated_enforcement_v1|es:boe-a-2000-15060:fragment:articulo:bloque-de-tipificacion-laboral|Ministerio de Trabajo|Inspeccion de Trabajo y Seguridad Social||https://www.boe.es/buscar/act.php?id=BOE-A-2000-15060,es:boe-a-2000-15060:fragment:articulo:bloque-de-tipificacion-laboral,es:boe-a-2000-15060,BOE-A-2000-15060,Ministerio de Trabajo,Inspeccion de Trabajo y Seguridad Social,Jefatura de Inspeccion,,2024-01-01,,2025-12-31,https://www.boe.es/buscar/act.php?id=BOE-A-2000-15060,La inspeccion ejerce funciones de vigilancia y propuesta en infracciones laborales.,0.63,missing_designated_actor,actionable,pending,,,,,,,auto_assist:role_alignment_failed:jefatura_not_found,auto_assist:role_alignment_failed:jefatura_not_found,5,"[{""candidate_rank_for_link"": 1, ""candidate_boe_id"": ""BOE-A-2001-17717"", ""candidate_score"": 29, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 3, ""candidate_title"": ""Orden de 6 de septiembre de 2001 por la que se dispone el nombramiento, por el procedimiento de libre designación, de don Jaime Garicano Rojas como Subdirector general de Asuntos Generales de la Dirección General de la Inspección de Trabajo y Seguridad Social."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-2001-17717"", ""candidate_publication_date_iso"": ""2001-09-19""}, {""candidate_rank_for_link"": 2, ""candidate_boe_id"": ""BOE-A-1987-15212"", ""candidate_score"": 28, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 3, ""candidate_title"": ""Orden de 24 de junio de 1987 por la que se dispone el nombramiento de don Angel Allue Buiza como Subdirector general de Coordinación y Planificación de la Dirección General de la Inspección de Trabajo y Seguridad Social."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-1987-15212"", ""candidate_publication_date_iso"": ""1987-07-02""}, {""candidate_rank_for_link"": 3, ""candidate_boe_id"": ""BOE-A-1985-12316"", ""candidate_score"": 27, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 3, ""candidate_title"": ""Orden de 3 de junio de 1985 por la que se dispone el nombramiento de don Urbano Martín Alonso como Subdirector general de Coordinación y Planificación en la Dirección General de la Inspección de Trabajo y Seguridad Social."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-1985-12316"", ""candidate_publication_date_iso"": ""1985-06-27""}, {""candidate_rank_for_link"": 4, ""candidate_boe_id"": ""BOE-A-1985-11137"", ""candidate_score"": 26, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 3, ""candidate_title"": ""Orden de 23 de mayo de 1985 por la que se dispone el nombramiento de don Alejandro Mulas García, como Subdirector general de Inspección de Relaciones Laborales y Seguridad e Higiene en la Dirección General de la Inspección de Trabajo y Seguridad Social."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-1985-11137"", ""candidate_publication_date_iso"": ""1985-06-14""}, {""candidate_rank_for_link"": 5, ""candidate_boe_id"": ""BOE-A-1984-27292"", ""candidate_score"": 25, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 3, ""candidate_title"": ""Real Decreto 2206/1984, de 12 de diciembre, por el que se dispone el nombramiento de don Juan Ignacio Moltó García como Director general de Inspección de Trabajo y Seguridad Social."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-1984-27292"", ""candidate_publication_date_iso"": ""1984-12-15""}]",nombramiento Jefatura de Inspeccion Inspeccion de Trabajo y Seguridad Social,nombramiento Inspeccion de Trabajo y Seguridad Social,
delegated_enforcement_v1|es:boe-a-2015-11724:fragment:articulo:bloque-de-infracciones-y-sanciones|Ministerio de Trabajo|Inspeccion de Trabajo y Seguridad Social|Organismo Estatal ITSS|https://www.boe.es/buscar/act.php?id=BOE-A-2015-11724,es:boe-a-2015-11724:fragment:articulo:bloque-de-infracciones-y-sanciones,es:boe-a-2015-11724,BOE-A-2015-11724,Ministerio de Trabajo,Inspeccion de Trabajo y Seguridad Social,Direccion del Organismo Estatal ITSS,Organismo Estatal ITSS,2024-01-01,,2025-12-31,https://www.boe.es/buscar/act.php?id=BOE-A-2015-11724,Las actuaciones inspectoras desembocan en propuestas sancionadoras en su ambito competencial.,0.74,institutional_designated_actor,actionable,pending,,,,,,,auto_assist:role_alignment_failed:itss_hierarchy_mismatch_subdirection,auto_assist:role_alignment_failed:itss_hierarchy_mismatch_subdirection,5,"[{""candidate_rank_for_link"": 1, ""candidate_boe_id"": ""BOE-A-2001-17717"", ""candidate_score"": 29, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 3, ""candidate_title"": ""Orden de 6 de septiembre de 2001 por la que se dispone el nombramiento, por el procedimiento de libre designación, de don Jaime Garicano Rojas como Subdirector general de Asuntos Generales de la Dirección General de la Inspección de Trabajo y Seguridad Social."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-2001-17717"", ""candidate_publication_date_iso"": ""2001-09-19""}, {""candidate_rank_for_link"": 2, ""candidate_boe_id"": ""BOE-A-1987-15212"", ""candidate_score"": 28, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 3, ""candidate_title"": ""Orden de 24 de junio de 1987 por la que se dispone el nombramiento de don Angel Allue Buiza como Subdirector general de Coordinación y Planificación de la Dirección General de la Inspección de Trabajo y Seguridad Social."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-1987-15212"", ""candidate_publication_date_iso"": ""1987-07-02""}, {""candidate_rank_for_link"": 3, ""candidate_boe_id"": ""BOE-A-1985-12316"", ""candidate_score"": 27, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 3, ""candidate_title"": ""Orden de 3 de junio de 1985 por la que se dispone el nombramiento de don Urbano Martín Alonso como Subdirector general de Coordinación y Planificación en la Dirección General de la Inspección de Trabajo y Seguridad Social."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-1985-12316"", ""candidate_publication_date_iso"": ""1985-06-27""}, {""candidate_rank_for_link"": 4, ""candidate_boe_id"": ""BOE-A-1985-11137"", ""candidate_score"": 26, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 3, ""candidate_title"": ""Orden de 23 de mayo de 1985 por la que se dispone el nombramiento de don Alejandro Mulas García, como Subdirector general de Inspección de Relaciones Laborales y Seguridad e Higiene en la Dirección General de la Inspección de Trabajo y Seguridad Social."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-1985-11137"", ""candidate_publication_date_iso"": ""1985-06-14""}, {""candidate_rank_for_link"": 5, ""candidate_boe_id"": ""BOE-A-1984-27292"", ""candidate_score"": 25, ""candidate_relevance_bucket"": ""medium"", ""role_token_overlap"": 0, ""institution_token_overlap"": 3, ""candidate_title"": ""Real Decreto 2206/1984, de 12 de diciembre, por el que se dispone el nombramiento de don Juan Ignacio Moltó García como Director general de Inspección de Trabajo y Seguridad Social."", ""candidate_doc_url"": ""https://www.boe.es/buscar/doc.php?id=BOE-A-1984-27292"", ""candidate_publication_date_iso"": ""1984-12-15""}]",nombramiento Direccion del Organismo Estatal ITSS Inspeccion de Trabajo y Seguridad Social,nombramiento Inspeccion de Trabajo y Seguridad Social,
