source_id,run_id,run_status,run_records_seen,run_records_loaded,source_records_total,run_started_at,run_finished_at,message,generated_at
bdns_autonomico,234,error,0,0,2,2026-02-17T10:33:19+00:00,2026-02-17T10:33:20+00:00,Error: Respuesta HTML inesperada para BDNS feed (payload_sig=0401a40b059385b8a4d3e2fd933fe16213e22dd72df2f2fe2cdbd2872114c2fa),2026-02-17T10:33:20+00:00
