initiative_id,doc_kind,doc_url,last_http_status,attempts,last_attempt_at,last_error
senado:leg10:exp:610/000005,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000005&legis=10,404,12,2026-02-28T22:52:51+00:00,HTTPStatusError: archive fallback: no snapshot candidates
senado:leg10:exp:610/000006,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000006&legis=10,404,12,2026-02-28T22:52:51+00:00,HTTPStatusError: archive fallback: no snapshot candidates
senado:leg10:exp:610/000007,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000007&legis=10,404,12,2026-02-28T22:52:51+00:00,HTTPStatusError: archive fallback: no snapshot candidates
senado:leg10:exp:610/000008,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000008&legis=10,404,12,2026-02-28T22:52:51+00:00,HTTPStatusError: archive fallback: no snapshot candidates
senado:leg10:exp:610/000009,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000009&legis=10,404,12,2026-02-28T22:52:51+00:00,HTTPStatusError: archive fallback: no snapshot candidates
senado:leg10:exp:610/000010,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000010&legis=10,404,12,2026-02-28T22:52:51+00:00,HTTPStatusError: archive fallback: no snapshot candidates
senado:leg10:exp:610/000011,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000011&legis=10,404,12,2026-02-28T22:52:51+00:00,HTTPStatusError: archive fallback: no snapshot candidates
senado:leg10:exp:610/000012,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000012&legis=10,404,12,2026-02-28T22:52:51+00:00,HTTPStatusError: archive fallback: no snapshot candidates
senado:leg10:exp:610/000013,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000013&legis=10,404,12,2026-02-28T22:52:51+00:00,HTTPStatusError: archive fallback: no snapshot candidates
senado:leg10:exp:610/000014,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000014&legis=10,404,12,2026-02-28T22:52:51+00:00,HTTPStatusError: archive fallback: no snapshot candidates
