source_record_pk,doc_url,final_excerpt_text,final_excerpt_chars
141679,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-206-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000179/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-206-1.PDF,151
141680,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-206-2.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000179/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-206-2.PDF,151
141681,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-207-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000181/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-207-1.PDF,151
141682,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-207-2.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000181/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-207-2.PDF,151
141683,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-208-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000182/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-208-1.PDF,151
141684,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-208-2.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000182/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-208-2.PDF,151
141685,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-219-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000186/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-219-1.PDF,151
141686,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-219-2.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000186/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-219-2.PDF,151
141687,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-221-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000188/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-221-1.PDF,151
141688,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-221-2.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000188/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-221-2.PDF,151
141689,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-222-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000189/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-222-1.PDF,151
141690,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-222-2.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000189/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-222-2.PDF,151
141691,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-227-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000194/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-227-1.PDF,151
141692,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-227-2.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000194/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-227-2.PDF,151
141693,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-240-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000201/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-240-1.PDF,151
141694,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-240-2.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000201/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-240-2.PDF,151
141695,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-242-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:127/000002/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-242-1.PDF,151
141696,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-242-2.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:127/000002/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-242-2.PDF,151
141697,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-256-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000214/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-256-1.PDF,151
141698,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-256-2.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000214/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-256-2.PDF,151
141699,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-257-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000215/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-257-1.PDF,151
141700,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-257-2.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000215/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-257-2.PDF,151
141701,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-265-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000220/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-265-1.PDF,151
141702,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-265-2.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000220/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-265-2.PDF,151
