schema_version,source_id,mode,exit_code,run_records_loaded,snapshot_date,run_id,run_status,run_records_seen,before_records,after_records,delta_records,run_started_at,run_finished_at,source_url,command,message,source_record_id,entity_id
v2,aemet_opendata_series,replay,0,2,2026-02-17,247,ok,2,2,2,0,2026-02-17T10:40:49+00:00,2026-02-17T10:40:50+00:00,file://REPO_ROOT/vota-con-la-chola/docs/etl/sprints/AI-OPS-10/evidence/replay-inputs/aemet_opendata_series/aemet_opendata_series_replay_20260217.json,python3 scripts/ingestar_politicos_es.py ingest --db etl/data/staging/politicos-es.db --source aemet_opendata_series --from-file docs/etl/sprints/AI-OPS-10/evidence/replay-inputs/aemet_opendata_series/aemet_opendata_series_replay_20260217.json --snapshot-date 2026-02-17 --timeout 45,Ingesta completada: 2/2 registros validos (from-file),,
