schema_version,source_id,mode,exit_code,run_records_loaded,snapshot_date,run_id,run_status,run_records_seen,before_records,after_records,delta_records,run_started_at,run_finished_at,source_url,command,message,source_record_id,entity_id
v2,aemet_opendata_series,strict-network,1,0,2026-02-17,245,error,0,2,2,0,2026-02-17T10:40:29+00:00,2026-02-17T10:40:30+00:00,https://opendata.aemet.es/opendata/api/valores/climatologicos,python3 scripts/ingestar_politicos_es.py ingest --db etl/data/staging/politicos-es.db --source aemet_opendata_series --url https://opendata.aemet.es/opendata/api/valores/climatologicos --snapshot-date 2026-02-17 --strict-network --timeout 30,Error: aemet_blocker=contract; error_type=HTTPError; detail=HTTP Error 404: No Encontrado,,
