source_id,run_id,run_status,run_records_seen,run_records_loaded,source_records_total,run_started_at,run_finished_at,message,generated_at
aemet_opendata_series,245,error,0,0,2,2026-02-17T10:40:29+00:00,2026-02-17T10:40:30+00:00,Error: aemet_blocker=contract; error_type=HTTPError; detail=HTTP Error 404: No Encontrado,2026-02-17T10:40:30+00:00
