kind,bucket,status,url,has_wayback,closest_timestamp,closest_status
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=605&numEx=000001,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=605&numEx=000002,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000001,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000002,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000003,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000004,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000005,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000006,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000007,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000008,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000009,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000010,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000011,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000012,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000013,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000014,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000015,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000016,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000017,False,None,ERR:HTTPError
bocg,ficopendataservlet,403,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000018,False,None,ERR:URLError
bocg,ficopendataservlet,null,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000067,False,None,ERR:URLError
bocg,ficopendataservlet,null,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000088,False,None,ERR:URLError
bocg,ficopendataservlet,null,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000089,False,None,ERR:URLError
bocg,ficopendataservlet,null,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000090,False,None,ERR:URLError
bocg,ficopendataservlet,null,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000091,False,None,ERR:URLError
bocg,ficopendataservlet,null,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000092,False,None,ERR:URLError
bocg,ficopendataservlet,null,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000093,False,None,ERR:URLError
bocg,ficopendataservlet,null,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000094,False,None,ERR:URLError
bocg,ficopendataservlet,null,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000095,False,None,ERR:HTTPError
bocg,ficopendataservlet,null,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000096,False,None,ERR:URLError
bocg,ficopendataservlet,null,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000097,False,None,ERR:URLError
bocg,ficopendataservlet,null,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000098,False,None,ERR:URLError
bocg,ficopendataservlet,null,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=610&numEx=000099,False,None,ERR:URLError
bocg,ficopendataservlet,null,https://www.senado.es/web/ficopendataservlet?legis=12&tipoFich=3&tipoEx=620&numEx=000001,False,None,ERR:HTTPError
bocg,xml,200,http://www.senado.es/legis10/expedientes/605/xml/INI-3-605000001.xml,False,None,ERR:URLError
bocg,xml,200,http://www.senado.es/legis10/expedientes/605/xml/INI-3-605000002.xml,False,None,ERR:URLError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000001.xml,False,None,ERR:URLError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000034.xml,False,None,ERR:URLError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000035.xml,False,None,ERR:URLError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000036.xml,False,None,ERR:URLError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000037.xml,False,None,ERR:URLError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000038.xml,False,None,ERR:URLError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000039.xml,False,None,ERR:HTTPError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000040.xml,False,None,ERR:URLError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000041.xml,False,None,ERR:URLError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000042.xml,False,None,ERR:URLError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000043.xml,False,None,ERR:URLError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000044.xml,False,None,ERR:URLError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000045.xml,False,None,ERR:URLError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000046.xml,False,None,ERR:HTTPError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000047.xml,False,None,ERR:HTTPError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000048.xml,False,None,ERR:HTTPError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000049.xml,False,None,ERR:HTTPError
bocg,xml,200,http://www.senado.es/legis10/expedientes/610/xml/INI-3-610000050.xml,False,None,ERR:HTTPError
bocg,xml,403,http://www.senado.es/legis10/expedientes/621/xml/INI-3-621000132.xml,False,None,ERR:URLError
