source_id,run_id,run_status,run_records_seen,run_records_loaded,source_records_total,run_started_at,run_finished_at,message,generated_at
placsp_sindicacion,232,ok,3,3,109,2026-02-17T10:31:59+00:00,2026-02-17T10:32:05+00:00,Ingesta completada: 3/3 registros validos (from-file),2026-02-17T10:32:05+00:00
