packet_kind,packet_rank,packet_id,cohort,legislature,tipo_expediente,initiative_id,doc_kind,doc_url,last_http_status,attempts,last_attempt_at,method_hint,is_zero_doc_initiative,cohort_missing_urls,cohort_blocked_403_rate
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000005,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000005&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000006,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000006&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000007,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000007&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000008,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000008&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000009,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000009&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000010,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000010&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000011,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000011&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000012,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000012&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000013,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000013&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000014,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000014&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000015,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000015&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000016,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000016&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000017,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000017&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000018,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000018&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000019,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000019&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000020,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000020&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000021,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000021&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000022,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000022&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000023,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000023&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000024,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000024&legis=10,403,7,2026-02-28T21:21:12+00:00,http,0,249,0.991968
cohort,2,cohort_02_leg14:tipo621,leg14:tipo621,14,621,senado:leg14:exp:621/000006,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=621&numEx=000006,403,8,2026-02-28T21:21:12+00:00,http,0,198,0.929293
cohort,2,cohort_02_leg14:tipo621,leg14:tipo621,14,621,senado:leg14:exp:621/000047,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=621&id2=000047,403,4,2026-02-18T10:15:20+00:00,playwright,0,198,0.929293
cohort,2,cohort_02_leg14:tipo621,leg14:tipo621,14,621,senado:leg14:exp:621/000048,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=621&id2=000048,403,4,2026-02-18T10:15:20+00:00,playwright,0,198,0.929293
cohort,2,cohort_02_leg14:tipo621,leg14:tipo621,14,621,senado:leg14:exp:621/000049,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=621&id2=000049,403,4,2026-02-18T10:15:20+00:00,playwright,0,198,0.929293
cohort,2,cohort_02_leg14:tipo621,leg14:tipo621,14,621,senado:leg14:exp:621/000053,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=621&id2=000053,403,4,2026-02-18T10:15:20+00:00,playwright,0,198,0.929293
cohort,2,cohort_02_leg14:tipo621,leg14:tipo621,14,621,senado:leg14:exp:621/000054,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=621&id2=000054,403,4,2026-02-18T10:15:20+00:00,playwright,0,198,0.929293
cohort,2,cohort_02_leg14:tipo621,leg14:tipo621,14,621,senado:leg14:exp:621/000059,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=621&id2=000059,403,4,2026-02-18T10:15:20+00:00,playwright,0,198,0.929293
cohort,2,cohort_02_leg14:tipo621,leg14:tipo621,14,621,senado:leg14:exp:621/000060,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=621&id2=000060,403,4,2026-02-18T10:15:20+00:00,playwright,0,198,0.929293
cohort,2,cohort_02_leg14:tipo621,leg14:tipo621,14,621,senado:leg14:exp:621/000064,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=621&id2=000064,403,4,2026-02-18T10:15:20+00:00,playwright,0,198,0.929293
cohort,2,cohort_02_leg14:tipo621,leg14:tipo621,14,621,senado:leg14:exp:621/000066,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=621&id2=000066,403,4,2026-02-18T10:15:20+00:00,playwright,0,198,0.929293
cohort,2,cohort_02_leg14:tipo621,leg14:tipo621,14,621,senado:leg14:exp:621/000069,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=621&id2=000069,403,4,2026-02-18T10:15:20+00:00,playwright,0,198,0.929293
