row_id	source_id	mode	status	exit_code	started_at	finished_at	stdout_log	stderr_log	run_snapshot_csv	source_records_snapshot_csv	note
bde_series_api__replay	bde_series_api	replay	ok	0	2026-02-17T10:38:51Z	2026-02-17T10:38:59Z	docs/etl/sprints/AI-OPS-10/evidence/bde/logs/bde_series_api__replay.stdout.log	docs/etl/sprints/AI-OPS-10/evidence/bde/logs/bde_series_api__replay.stderr.log	docs/etl/sprints/AI-OPS-10/evidence/bde/sql/bde_series_api__replay_run_snapshot.csv	docs/etl/sprints/AI-OPS-10/evidence/bde/sql/bde_series_api__replay_source_records_snapshot.csv	
