evidence_id,party_name,source_url,topic_id,stance_method,excerpt
1560538,BNG,https://www.bng.gal/media/bnggaliza/files/2023/07/05/23_bng_xerais_programa.pdf,898,declared:regex_v3,"actividade de explotacion na galiza e situan o seu domicilio social 7 a economia ao servizo das maiorias sociais 39 que galiza conte con mais forza noutras partes do estado deben tributar aqui polo imposto de sociedades estabelecer a sua progresividade en funcion da dimension da empresa deducions inversamente proporcionais aos tipos de gravame soportados aplicar un incremento da porcentaxe de reducion da base imponib"
