code,status,detail
D_1NBSL472,error,"La serie D_1NBSL472 no existe"
D_1NBSM472,error,"La serie D_1NBSM472 no existe"
D_1NBSN472,error,"La serie D_1NBSN472 no existe"
D_1NBSO472,error,"La serie D_1NBSO472 no existe"
D_1NBSP472,error,"La serie D_1NBSP472 no existe"
D_1NBSQ472,error,"La serie D_1NBSQ472 no existe"
D_1NBSR472,error,"La serie D_1NBSR472 no existe"
D_1NBSS472,error,"La serie D_1NBSS472 no existe"
D_1NBST472,error,"La serie D_1NBST472 no existe"
D_1NBSU472,error,"La serie D_1NBSU472 no existe"
D_1NBSV472,error,"La serie D_1NBSV472 no existe"
D_1NBSW472,error,"La serie D_1NBSW472 no existe"
D_1NBSX472,error,"La serie D_1NBSX472 no existe"
D_1NBSY472,error,"La serie D_1NBSY472 no existe"
D_1NBSZ472,error,"La serie D_1NBSZ472 no existe"
D_1NBTA472,error,"La serie D_1NBTA472 no existe"
D_1NBTB472,error,"La serie D_1NBTB472 no existe"
D_1NBTC472,error,"La serie D_1NBTC472 no existe"
D_1NBTD472,error,"La serie D_1NBTD472 no existe"
D_1NBTE472,error,"La serie D_1NBTE472 no existe"
D_1NBTF472,error,"La serie D_1NBTF472 no existe"
D_1NBTG472,error,"La serie D_1NBTG472 no existe"
D_1NBTH472,error,"La serie D_1NBTH472 no existe"
D_1NBTI472,error,"La serie D_1NBTI472 no existe"
D_1NBTJ472,error,"La serie D_1NBTJ472 no existe"
D_1NBTK472,error,"La serie D_1NBTK472 no existe"
D_1NBTL472,error,"La serie D_1NBTL472 no existe"
D_1NBTM472,error,"La serie D_1NBTM472 no existe"
D_1NBTN472,error,"La serie D_1NBTN472 no existe"
D_1NBTO472,error,"La serie D_1NBTO472 no existe"
D_1NBTP472,error,"La serie D_1NBTP472 no existe"
D_1NBTQ472,error,"La serie D_1NBTQ472 no existe"
D_1NBTR472,error,"La serie D_1NBTR472 no existe"
D_1NBTS472,error,"La serie D_1NBTS472 no existe"
D_1NBTT472,error,"La serie D_1NBTT472 no existe"
D_1NBTU472,error,"La serie D_1NBTU472 no existe"
D_1NBTV472,error,"La serie D_1NBTV472 no existe"
D_1NBTW472,error,"La serie D_1NBTW472 no existe"
D_1NBTX472,error,"La serie D_1NBTX472 no existe"
D_1NBTY472,error,"La serie D_1NBTY472 no existe"
D_1NBTZ472,error,"La serie D_1NBTZ472 no existe"
D_1NBUA472,error,"La serie D_1NBUA472 no existe"
D_1NBUB472,error,"La serie D_1NBUB472 no existe"
D_1NBUC472,error,"La serie D_1NBUC472 no existe"
D_1NBUD472,error,"La serie D_1NBUD472 no existe"
D_1NBUE472,error,"La serie D_1NBUE472 no existe"
D_1NBUF472,error,"La serie D_1NBUF472 no existe"
D_1NBUG472,error,"La serie D_1NBUG472 no existe"
D_1NBUH472,error,"La serie D_1NBUH472 no existe"
D_1NBUI472,error,"La serie D_1NBUI472 no existe"
D_1NBUJ472,error,"La serie D_1NBUJ472 no existe"
D_1NBUK472,error,"La serie D_1NBUK472 no existe"
D_1NBUL472,error,"La serie D_1NBUL472 no existe"
D_1NBUM472,error,"La serie D_1NBUM472 no existe"
D_1NBUN472,error,"La serie D_1NBUN472 no existe"
D_1NBUO472,error,"La serie D_1NBUO472 no existe"
D_1NBUP472,error,"La serie D_1NBUP472 no existe"
D_1NBUQ472,error,"La serie D_1NBUQ472 no existe"
D_1NBUR472,error,"La serie D_1NBUR472 no existe"
D_1NBUS472,error,"La serie D_1NBUS472 no existe"
D_1NBUT472,error,"La serie D_1NBUT472 no existe"
D_1NBUU472,error,"La serie D_1NBUU472 no existe"
D_1NBUV472,error,"La serie D_1NBUV472 no existe"
D_1NBUW472,error,"La serie D_1NBUW472 no existe"
D_1NBUX472,error,"La serie D_1NBUX472 no existe"
D_1NBUY472,error,"La serie D_1NBUY472 no existe"
D_1NBUZ472,error,"La serie D_1NBUZ472 no existe"
D_1NBVA472,error,"La serie D_1NBVA472 no existe"
D_1NBVB472,error,"La serie D_1NBVB472 no existe"
D_1NBVC472,error,"La serie D_1NBVC472 no existe"
D_1NBVD472,error,"La serie D_1NBVD472 no existe"
D_1NBVE472,error,"La serie D_1NBVE472 no existe"
D_1NBVF472,error,"La serie D_1NBVF472 no existe"
D_1NBVG472,error,"La serie D_1NBVG472 no existe"
D_1NBVH472,error,"La serie D_1NBVH472 no existe"
D_1NBVI472,error,"La serie D_1NBVI472 no existe"
D_1NBVJ472,error,"La serie D_1NBVJ472 no existe"
D_1NBVK472,error,"La serie D_1NBVK472 no existe"
D_1NBVL472,error,"La serie D_1NBVL472 no existe"
D_1NBVM472,error,"La serie D_1NBVM472 no existe"
D_1NBVN472,error,"La serie D_1NBVN472 no existe"
D_1NBVO472,error,"La serie D_1NBVO472 no existe"
D_1NBVP472,error,"La serie D_1NBVP472 no existe"
D_1NBVQ472,error,"La serie D_1NBVQ472 no existe"
D_1NBVR472,error,"La serie D_1NBVR472 no existe"
D_1NBVS472,error,"La serie D_1NBVS472 no existe"
D_1NBVT472,error,"La serie D_1NBVT472 no existe"
D_1NBVU472,error,"La serie D_1NBVU472 no existe"
D_1NBVV472,error,"La serie D_1NBVV472 no existe"
D_1NBVW472,error,"La serie D_1NBVW472 no existe"
D_1NBVX472,error,"La serie D_1NBVX472 no existe"
D_1NBVY472,error,"La serie D_1NBVY472 no existe"
D_1NBVZ472,error,"La serie D_1NBVZ472 no existe"
D_1NBWA472,error,"La serie D_1NBWA472 no existe"
D_1NBWB472,error,"La serie D_1NBWB472 no existe"
D_1NBWC472,error,"La serie D_1NBWC472 no existe"
D_1NBWD472,error,"La serie D_1NBWD472 no existe"
D_1NBWE472,error,"La serie D_1NBWE472 no existe"
D_1NBWF472,error,"La serie D_1NBWF472 no existe"
D_1NBWG472,error,"La serie D_1NBWG472 no existe"
D_1NBWH472,error,"La serie D_1NBWH472 no existe"
D_1NBWI472,error,"La serie D_1NBWI472 no existe"
D_1NBWJ472,error,"La serie D_1NBWJ472 no existe"
D_1NBWK472,error,"La serie D_1NBWK472 no existe"
D_1NBWL472,error,"La serie D_1NBWL472 no existe"
D_1NBWM472,error,"La serie D_1NBWM472 no existe"
D_1NBWN472,error,"La serie D_1NBWN472 no existe"
D_1NBWO472,error,"La serie D_1NBWO472 no existe"
D_1NBWP472,error,"La serie D_1NBWP472 no existe"
D_1NBWQ472,error,"La serie D_1NBWQ472 no existe"
D_1NBWR472,error,"La serie D_1NBWR472 no existe"
D_1NBWS472,error,"La serie D_1NBWS472 no existe"
D_1NBWT472,error,"La serie D_1NBWT472 no existe"
D_1NBWU472,error,"La serie D_1NBWU472 no existe"
D_1NBWV472,error,"La serie D_1NBWV472 no existe"
D_1NBWW472,error,"La serie D_1NBWW472 no existe"
D_1NBWX472,error,"La serie D_1NBWX472 no existe"
D_1NBWY472,error,"La serie D_1NBWY472 no existe"
D_1NBWZ472,error,"La serie D_1NBWZ472 no existe"
D_1NBXA472,error,"La serie D_1NBXA472 no existe"
D_1NBXB472,error,"La serie D_1NBXB472 no existe"
D_1NBXC472,error,"La serie D_1NBXC472 no existe"
D_1NBXD472,error,"La serie D_1NBXD472 no existe"
D_1NBXE472,error,"La serie D_1NBXE472 no existe"
D_1NBXF472,error,"La serie D_1NBXF472 no existe"
D_1NBXG472,error,"La serie D_1NBXG472 no existe"
D_1NBXH472,error,"La serie D_1NBXH472 no existe"
D_1NBXI472,error,"La serie D_1NBXI472 no existe"
D_1NBXJ472,error,"La serie D_1NBXJ472 no existe"
D_1NBXK472,error,"La serie D_1NBXK472 no existe"
D_1NBXL472,error,"La serie D_1NBXL472 no existe"
D_1NBXM472,error,"La serie D_1NBXM472 no existe"
D_1NBXN472,error,"La serie D_1NBXN472 no existe"
D_1NBXO472,error,"La serie D_1NBXO472 no existe"
D_1NBXP472,error,"La serie D_1NBXP472 no existe"
D_1NBXQ472,error,"La serie D_1NBXQ472 no existe"
D_1NBXR472,error,"La serie D_1NBXR472 no existe"
D_1NBXS472,error,"La serie D_1NBXS472 no existe"
D_1NBXT472,error,"La serie D_1NBXT472 no existe"
D_1NBXU472,error,"La serie D_1NBXU472 no existe"
D_1NBXV472,error,"La serie D_1NBXV472 no existe"
D_1NBXW472,error,"La serie D_1NBXW472 no existe"
D_1NBXX472,error,"La serie D_1NBXX472 no existe"
D_1NBXY472,error,"La serie D_1NBXY472 no existe"
D_1NBXZ472,error,"La serie D_1NBXZ472 no existe"
D_1NBYA472,error,"La serie D_1NBYA472 no existe"
D_1NBYB472,error,"La serie D_1NBYB472 no existe"
D_1NBYC472,error,"La serie D_1NBYC472 no existe"
D_1NBYD472,error,"La serie D_1NBYD472 no existe"
D_1NBYE472,error,"La serie D_1NBYE472 no existe"
D_1NBYF472,error,"La serie D_1NBYF472 no existe"
D_1NBYG472,error,"La serie D_1NBYG472 no existe"
D_1NBYH472,error,"La serie D_1NBYH472 no existe"
D_1NBYI472,error,"La serie D_1NBYI472 no existe"
D_1NBYJ472,error,"La serie D_1NBYJ472 no existe"
D_1NBYK472,error,"La serie D_1NBYK472 no existe"
D_1NBYL472,error,"La serie D_1NBYL472 no existe"
D_1NBYM472,error,"La serie D_1NBYM472 no existe"
D_1NBYN472,error,"La serie D_1NBYN472 no existe"
D_1NBYO472,error,"La serie D_1NBYO472 no existe"
D_1NBYP472,error,"La serie D_1NBYP472 no existe"
D_1NBYQ472,error,"La serie D_1NBYQ472 no existe"
D_1NBYR472,error,"La serie D_1NBYR472 no existe"
D_1NBYS472,error,"La serie D_1NBYS472 no existe"
D_1NBYT472,error,"La serie D_1NBYT472 no existe"
D_1NBYU472,error,"La serie D_1NBYU472 no existe"
D_1NBYV472,error,"La serie D_1NBYV472 no existe"
D_1NBYW472,error,"La serie D_1NBYW472 no existe"
D_1NBYX472,error,"La serie D_1NBYX472 no existe"
D_1NBYY472,error,"La serie D_1NBYY472 no existe"
D_1NBYZ472,error,"La serie D_1NBYZ472 no existe"
D_1NBZA472,error,"La serie D_1NBZA472 no existe"
D_1NBZB472,error,"La serie D_1NBZB472 no existe"
D_1NBZC472,error,"La serie D_1NBZC472 no existe"
D_1NBZD472,error,"La serie D_1NBZD472 no existe"
D_1NBZE472,error,"La serie D_1NBZE472 no existe"
D_1NBZF472,error,"La serie D_1NBZF472 no existe"
D_1NBZG472,error,"La serie D_1NBZG472 no existe"
D_1NBZH472,error,"La serie D_1NBZH472 no existe"
D_1NBZI472,error,"La serie D_1NBZI472 no existe"
D_1NBZJ472,error,"La serie D_1NBZJ472 no existe"
D_1NBZK472,error,"La serie D_1NBZK472 no existe"
D_1NBZL472,error,"La serie D_1NBZL472 no existe"
D_1NBZM472,error,"La serie D_1NBZM472 no existe"
D_1NBZN472,error,"La serie D_1NBZN472 no existe"
D_1NBZO472,error,"La serie D_1NBZO472 no existe"
D_1NBZP472,error,"La serie D_1NBZP472 no existe"
D_1NBZQ472,error,"La serie D_1NBZQ472 no existe"
D_1NBZR472,error,"La serie D_1NBZR472 no existe"
D_1NBZS472,error,"La serie D_1NBZS472 no existe"
D_1NBZT472,error,"La serie D_1NBZT472 no existe"
D_1NBZU472,error,"La serie D_1NBZU472 no existe"
D_1NBZV472,error,"La serie D_1NBZV472 no existe"
D_1NBZW472,error,"La serie D_1NBZW472 no existe"
D_1NBZX472,error,"La serie D_1NBZX472 no existe"
D_1NBZY472,error,"La serie D_1NBZY472 no existe"
D_1NBZZ472,error,"La serie D_1NBZZ472 no existe"
