code,status,detail
D_1NBFF572,error,"La serie D_1NBFF572 no existe"
D_1NBFG572,error,"La serie D_1NBFG572 no existe"
D_1NBFH572,error,"La serie D_1NBFH572 no existe"
D_1NBFI572,error,"La serie D_1NBFI572 no existe"
D_1NBFJ572,error,"La serie D_1NBFJ572 no existe"
D_1NBFK572,error,"La serie D_1NBFK572 no existe"
D_1NBFL572,error,"La serie D_1NBFL572 no existe"
D_1NBFM572,error,"La serie D_1NBFM572 no existe"
D_1NBFN572,error,"La serie D_1NBFN572 no existe"
D_1NBFO572,error,"La serie D_1NBFO572 no existe"
D_1NBFP572,error,"La serie D_1NBFP572 no existe"
D_1NBFQ572,error,"La serie D_1NBFQ572 no existe"
D_1NBFR572,error,"La serie D_1NBFR572 no existe"
D_1NBFS572,error,"La serie D_1NBFS572 no existe"
D_1NBFT572,error,"La serie D_1NBFT572 no existe"
D_1NBFU572,error,"La serie D_1NBFU572 no existe"
D_1NBFV572,error,"La serie D_1NBFV572 no existe"
D_1NBFW572,error,"La serie D_1NBFW572 no existe"
D_1NBFX572,error,"La serie D_1NBFX572 no existe"
D_1NBFY572,error,"La serie D_1NBFY572 no existe"
D_1NBFZ572,error,"La serie D_1NBFZ572 no existe"
D_1NBGA572,error,"La serie D_1NBGA572 no existe"
D_1NBGB572,error,"La serie D_1NBGB572 no existe"
D_1NBGC572,error,"La serie D_1NBGC572 no existe"
D_1NBGD572,error,"La serie D_1NBGD572 no existe"
D_1NBGE572,error,"La serie D_1NBGE572 no existe"
D_1NBGF572,error,"La serie D_1NBGF572 no existe"
D_1NBGG572,error,"La serie D_1NBGG572 no existe"
D_1NBGH572,error,"La serie D_1NBGH572 no existe"
D_1NBGI572,error,"La serie D_1NBGI572 no existe"
D_1NBGJ572,error,"La serie D_1NBGJ572 no existe"
D_1NBGK572,error,"La serie D_1NBGK572 no existe"
D_1NBGL572,error,"La serie D_1NBGL572 no existe"
D_1NBGM572,error,"La serie D_1NBGM572 no existe"
D_1NBGN572,error,"La serie D_1NBGN572 no existe"
D_1NBGO572,error,"La serie D_1NBGO572 no existe"
D_1NBGP572,error,"La serie D_1NBGP572 no existe"
D_1NBGQ572,error,"La serie D_1NBGQ572 no existe"
D_1NBGR572,error,"La serie D_1NBGR572 no existe"
D_1NBGS572,error,"La serie D_1NBGS572 no existe"
D_1NBGT572,error,"La serie D_1NBGT572 no existe"
D_1NBGU572,error,"La serie D_1NBGU572 no existe"
D_1NBGV572,error,"La serie D_1NBGV572 no existe"
D_1NBGW572,error,"La serie D_1NBGW572 no existe"
D_1NBGX572,error,"La serie D_1NBGX572 no existe"
D_1NBGY572,error,"La serie D_1NBGY572 no existe"
D_1NBGZ572,error,"La serie D_1NBGZ572 no existe"
D_1NBHA572,error,"La serie D_1NBHA572 no existe"
D_1NBHB572,error,"La serie D_1NBHB572 no existe"
D_1NBHC572,error,"La serie D_1NBHC572 no existe"
D_1NBHD572,error,"La serie D_1NBHD572 no existe"
D_1NBHE572,error,"La serie D_1NBHE572 no existe"
D_1NBHF572,error,"La serie D_1NBHF572 no existe"
D_1NBHG572,error,"La serie D_1NBHG572 no existe"
D_1NBHH572,error,"La serie D_1NBHH572 no existe"
D_1NBHI572,error,"La serie D_1NBHI572 no existe"
D_1NBHJ572,error,"La serie D_1NBHJ572 no existe"
D_1NBHK572,error,"La serie D_1NBHK572 no existe"
D_1NBHL572,error,"La serie D_1NBHL572 no existe"
D_1NBHM572,error,"La serie D_1NBHM572 no existe"
D_1NBHN572,error,"La serie D_1NBHN572 no existe"
D_1NBHO572,error,"La serie D_1NBHO572 no existe"
D_1NBHP572,error,"La serie D_1NBHP572 no existe"
D_1NBHQ572,error,"La serie D_1NBHQ572 no existe"
D_1NBHR572,error,"La serie D_1NBHR572 no existe"
D_1NBHS572,error,"La serie D_1NBHS572 no existe"
D_1NBHT572,error,"La serie D_1NBHT572 no existe"
D_1NBHU572,error,"La serie D_1NBHU572 no existe"
D_1NBHV572,error,"La serie D_1NBHV572 no existe"
D_1NBHW572,error,"La serie D_1NBHW572 no existe"
D_1NBHX572,error,"La serie D_1NBHX572 no existe"
D_1NBHY572,error,"La serie D_1NBHY572 no existe"
D_1NBHZ572,error,"La serie D_1NBHZ572 no existe"
D_1NBIA572,error,"La serie D_1NBIA572 no existe"
D_1NBIB572,error,"La serie D_1NBIB572 no existe"
D_1NBIC572,error,"La serie D_1NBIC572 no existe"
D_1NBID572,error,"La serie D_1NBID572 no existe"
D_1NBIE572,error,"La serie D_1NBIE572 no existe"
D_1NBIF572,error,"La serie D_1NBIF572 no existe"
D_1NBIG572,error,"La serie D_1NBIG572 no existe"
D_1NBIH572,error,"La serie D_1NBIH572 no existe"
D_1NBII572,error,"La serie D_1NBII572 no existe"
D_1NBIJ572,error,"La serie D_1NBIJ572 no existe"
D_1NBIK572,error,"La serie D_1NBIK572 no existe"
D_1NBIL572,error,"La serie D_1NBIL572 no existe"
D_1NBIM572,error,"La serie D_1NBIM572 no existe"
D_1NBIN572,error,"La serie D_1NBIN572 no existe"
D_1NBIO572,error,"La serie D_1NBIO572 no existe"
D_1NBIP572,error,"La serie D_1NBIP572 no existe"
D_1NBIQ572,error,"La serie D_1NBIQ572 no existe"
D_1NBIR572,error,"La serie D_1NBIR572 no existe"
D_1NBIS572,error,"La serie D_1NBIS572 no existe"
D_1NBIT572,error,"La serie D_1NBIT572 no existe"
D_1NBIU572,error,"La serie D_1NBIU572 no existe"
D_1NBIV572,error,"La serie D_1NBIV572 no existe"
D_1NBIW572,error,"La serie D_1NBIW572 no existe"
D_1NBIX572,error,"La serie D_1NBIX572 no existe"
D_1NBIY572,error,"La serie D_1NBIY572 no existe"
D_1NBIZ572,error,"La serie D_1NBIZ572 no existe"
D_1NBJA572,error,"La serie D_1NBJA572 no existe"
D_1NBJB572,error,"La serie D_1NBJB572 no existe"
D_1NBJC572,error,"La serie D_1NBJC572 no existe"
D_1NBJD572,error,"La serie D_1NBJD572 no existe"
D_1NBJE572,error,"La serie D_1NBJE572 no existe"
D_1NBJF572,error,"La serie D_1NBJF572 no existe"
D_1NBJG572,error,"La serie D_1NBJG572 no existe"
D_1NBJH572,error,"La serie D_1NBJH572 no existe"
D_1NBJI572,error,"La serie D_1NBJI572 no existe"
D_1NBJJ572,error,"La serie D_1NBJJ572 no existe"
D_1NBJK572,error,"La serie D_1NBJK572 no existe"
D_1NBJL572,error,"La serie D_1NBJL572 no existe"
D_1NBJM572,error,"La serie D_1NBJM572 no existe"
D_1NBJN572,error,"La serie D_1NBJN572 no existe"
D_1NBJO572,error,"La serie D_1NBJO572 no existe"
D_1NBJP572,error,"La serie D_1NBJP572 no existe"
D_1NBJQ572,error,"La serie D_1NBJQ572 no existe"
D_1NBJR572,error,"La serie D_1NBJR572 no existe"
D_1NBJS572,error,"La serie D_1NBJS572 no existe"
D_1NBJT572,error,"La serie D_1NBJT572 no existe"
D_1NBJU572,error,"La serie D_1NBJU572 no existe"
D_1NBJV572,error,"La serie D_1NBJV572 no existe"
D_1NBJW572,error,"La serie D_1NBJW572 no existe"
D_1NBJX572,error,"La serie D_1NBJX572 no existe"
D_1NBJY572,error,"La serie D_1NBJY572 no existe"
D_1NBJZ572,error,"La serie D_1NBJZ572 no existe"
D_1NBKA572,error,"La serie D_1NBKA572 no existe"
D_1NBKB572,error,"La serie D_1NBKB572 no existe"
D_1NBKC572,error,"La serie D_1NBKC572 no existe"
D_1NBKD572,error,"La serie D_1NBKD572 no existe"
D_1NBKE572,error,"La serie D_1NBKE572 no existe"
D_1NBKF572,error,"La serie D_1NBKF572 no existe"
D_1NBKG572,error,"La serie D_1NBKG572 no existe"
D_1NBKH572,error,"La serie D_1NBKH572 no existe"
D_1NBKI572,error,"La serie D_1NBKI572 no existe"
D_1NBKJ572,error,"La serie D_1NBKJ572 no existe"
D_1NBKK572,error,"La serie D_1NBKK572 no existe"
D_1NBKL572,error,"La serie D_1NBKL572 no existe"
D_1NBKM572,error,"La serie D_1NBKM572 no existe"
D_1NBKN572,error,"La serie D_1NBKN572 no existe"
D_1NBKO572,error,"La serie D_1NBKO572 no existe"
D_1NBKP572,error,"La serie D_1NBKP572 no existe"
D_1NBKQ572,error,"La serie D_1NBKQ572 no existe"
D_1NBKR572,error,"La serie D_1NBKR572 no existe"
D_1NBKS572,error,"La serie D_1NBKS572 no existe"
D_1NBKT572,error,"La serie D_1NBKT572 no existe"
D_1NBKU572,error,"La serie D_1NBKU572 no existe"
D_1NBKV572,error,"La serie D_1NBKV572 no existe"
D_1NBKW572,error,"La serie D_1NBKW572 no existe"
D_1NBKX572,error,"La serie D_1NBKX572 no existe"
D_1NBKY572,error,"La serie D_1NBKY572 no existe"
D_1NBKZ572,error,"La serie D_1NBKZ572 no existe"
D_1NBLA572,error,"La serie D_1NBLA572 no existe"
D_1NBLB572,error,"La serie D_1NBLB572 no existe"
D_1NBLC572,error,"La serie D_1NBLC572 no existe"
D_1NBLD572,error,"La serie D_1NBLD572 no existe"
D_1NBLE572,error,"La serie D_1NBLE572 no existe"
D_1NBLF572,error,"La serie D_1NBLF572 no existe"
D_1NBLG572,error,"La serie D_1NBLG572 no existe"
D_1NBLH572,error,"La serie D_1NBLH572 no existe"
D_1NBLI572,error,"La serie D_1NBLI572 no existe"
D_1NBLJ572,error,"La serie D_1NBLJ572 no existe"
D_1NBLK572,error,"La serie D_1NBLK572 no existe"
D_1NBLL572,error,"La serie D_1NBLL572 no existe"
D_1NBLM572,error,"La serie D_1NBLM572 no existe"
D_1NBLN572,error,"La serie D_1NBLN572 no existe"
D_1NBLO572,error,"La serie D_1NBLO572 no existe"
D_1NBLP572,error,"La serie D_1NBLP572 no existe"
D_1NBLQ572,error,"La serie D_1NBLQ572 no existe"
D_1NBLR572,error,"La serie D_1NBLR572 no existe"
D_1NBLS572,error,"La serie D_1NBLS572 no existe"
D_1NBLT572,error,"La serie D_1NBLT572 no existe"
D_1NBLU572,error,"La serie D_1NBLU572 no existe"
D_1NBLV572,error,"La serie D_1NBLV572 no existe"
D_1NBLW572,error,"La serie D_1NBLW572 no existe"
D_1NBLX572,error,"La serie D_1NBLX572 no existe"
D_1NBLY572,error,"La serie D_1NBLY572 no existe"
D_1NBLZ572,error,"La serie D_1NBLZ572 no existe"
D_1NBMA572,error,"La serie D_1NBMA572 no existe"
D_1NBMB572,error,"La serie D_1NBMB572 no existe"
D_1NBMC572,error,"La serie D_1NBMC572 no existe"
D_1NBMD572,error,"La serie D_1NBMD572 no existe"
D_1NBME572,error,"La serie D_1NBME572 no existe"
D_1NBMF572,error,"La serie D_1NBMF572 no existe"
D_1NBMG572,error,"La serie D_1NBMG572 no existe"
D_1NBMH572,error,"La serie D_1NBMH572 no existe"
D_1NBMI572,error,"La serie D_1NBMI572 no existe"
D_1NBMJ572,error,"La serie D_1NBMJ572 no existe"
D_1NBMK572,error,"La serie D_1NBMK572 no existe"
D_1NBML572,error,"La serie D_1NBML572 no existe"
D_1NBMM572,error,"La serie D_1NBMM572 no existe"
D_1NBMN572,error,"La serie D_1NBMN572 no existe"
D_1NBMO572,error,"La serie D_1NBMO572 no existe"
D_1NBMP572,error,"La serie D_1NBMP572 no existe"
D_1NBMQ572,error,"La serie D_1NBMQ572 no existe"
D_1NBMR572,error,"La serie D_1NBMR572 no existe"
D_1NBMS572,error,"La serie D_1NBMS572 no existe"
D_1NBMT572,error,"La serie D_1NBMT572 no existe"
D_1NBMU572,error,"La serie D_1NBMU572 no existe"
D_1NBMV572,error,"La serie D_1NBMV572 no existe"
D_1NBMW572,error,"La serie D_1NBMW572 no existe"
D_1NBMX572,error,"La serie D_1NBMX572 no existe"
D_1NBMY572,error,"La serie D_1NBMY572 no existe"
D_1NBMZ572,error,"La serie D_1NBMZ572 no existe"
D_1NBNA572,error,"La serie D_1NBNA572 no existe"
D_1NBNB572,error,"La serie D_1NBNB572 no existe"
D_1NBNC572,error,"La serie D_1NBNC572 no existe"
D_1NBND572,error,"La serie D_1NBND572 no existe"
D_1NBNE572,error,"La serie D_1NBNE572 no existe"
D_1NBNF572,error,"La serie D_1NBNF572 no existe"
D_1NBNG572,error,"La serie D_1NBNG572 no existe"
D_1NBNH572,error,"La serie D_1NBNH572 no existe"
D_1NBNI572,error,"La serie D_1NBNI572 no existe"
D_1NBNJ572,error,"La serie D_1NBNJ572 no existe"
D_1NBNK572,error,"La serie D_1NBNK572 no existe"
D_1NBNL572,error,"La serie D_1NBNL572 no existe"
D_1NBNM572,error,"La serie D_1NBNM572 no existe"
D_1NBNN572,error,"La serie D_1NBNN572 no existe"
D_1NBNO572,error,"La serie D_1NBNO572 no existe"
D_1NBNP572,error,"La serie D_1NBNP572 no existe"
D_1NBNQ572,error,"La serie D_1NBNQ572 no existe"
D_1NBNR572,error,"La serie D_1NBNR572 no existe"
D_1NBNS572,error,"La serie D_1NBNS572 no existe"
D_1NBNT572,error,"La serie D_1NBNT572 no existe"
D_1NBNU572,error,"La serie D_1NBNU572 no existe"
D_1NBNV572,error,"La serie D_1NBNV572 no existe"
D_1NBNW572,error,"La serie D_1NBNW572 no existe"
D_1NBNX572,error,"La serie D_1NBNX572 no existe"
D_1NBNY572,error,"La serie D_1NBNY572 no existe"
D_1NBNZ572,error,"La serie D_1NBNZ572 no existe"
D_1NBOA572,error,"La serie D_1NBOA572 no existe"
D_1NBOB572,error,"La serie D_1NBOB572 no existe"
D_1NBOC572,error,"La serie D_1NBOC572 no existe"
D_1NBOD572,error,"La serie D_1NBOD572 no existe"
D_1NBOE572,error,"La serie D_1NBOE572 no existe"
D_1NBOF572,error,"La serie D_1NBOF572 no existe"
D_1NBOG572,error,"La serie D_1NBOG572 no existe"
D_1NBOH572,error,"La serie D_1NBOH572 no existe"
D_1NBOI572,error,"La serie D_1NBOI572 no existe"
D_1NBOJ572,error,"La serie D_1NBOJ572 no existe"
D_1NBOK572,error,"La serie D_1NBOK572 no existe"
D_1NBOL572,error,"La serie D_1NBOL572 no existe"
D_1NBOM572,error,"La serie D_1NBOM572 no existe"
D_1NBON572,error,"La serie D_1NBON572 no existe"
D_1NBOO572,error,"La serie D_1NBOO572 no existe"
D_1NBOP572,error,"La serie D_1NBOP572 no existe"
D_1NBOQ572,error,"La serie D_1NBOQ572 no existe"
D_1NBOR572,error,"La serie D_1NBOR572 no existe"
D_1NBOS572,error,"La serie D_1NBOS572 no existe"
D_1NBOT572,error,"La serie D_1NBOT572 no existe"
D_1NBOU572,error,"La serie D_1NBOU572 no existe"
D_1NBOV572,error,"La serie D_1NBOV572 no existe"
D_1NBOW572,error,"La serie D_1NBOW572 no existe"
D_1NBOX572,error,"La serie D_1NBOX572 no existe"
D_1NBOY572,error,"La serie D_1NBOY572 no existe"
D_1NBOZ572,error,"La serie D_1NBOZ572 no existe"
D_1NBPA572,error,"La serie D_1NBPA572 no existe"
D_1NBPB572,error,"La serie D_1NBPB572 no existe"
D_1NBPC572,error,"La serie D_1NBPC572 no existe"
D_1NBPD572,error,"La serie D_1NBPD572 no existe"
D_1NBPE572,error,"La serie D_1NBPE572 no existe"
D_1NBPF572,error,"La serie D_1NBPF572 no existe"
D_1NBPG572,error,"La serie D_1NBPG572 no existe"
D_1NBPH572,error,"La serie D_1NBPH572 no existe"
D_1NBPI572,error,"La serie D_1NBPI572 no existe"
D_1NBPJ572,error,"La serie D_1NBPJ572 no existe"
D_1NBPK572,error,"La serie D_1NBPK572 no existe"
D_1NBPL572,error,"La serie D_1NBPL572 no existe"
D_1NBPM572,error,"La serie D_1NBPM572 no existe"
D_1NBPN572,error,"La serie D_1NBPN572 no existe"
D_1NBPO572,error,"La serie D_1NBPO572 no existe"
D_1NBPP572,error,"La serie D_1NBPP572 no existe"
D_1NBPQ572,error,"La serie D_1NBPQ572 no existe"
D_1NBPR572,error,"La serie D_1NBPR572 no existe"
D_1NBPS572,error,"La serie D_1NBPS572 no existe"
D_1NBPT572,error,"La serie D_1NBPT572 no existe"
D_1NBPU572,error,"La serie D_1NBPU572 no existe"
D_1NBPV572,error,"La serie D_1NBPV572 no existe"
D_1NBPW572,error,"La serie D_1NBPW572 no existe"
D_1NBPX572,error,"La serie D_1NBPX572 no existe"
D_1NBPY572,error,"La serie D_1NBPY572 no existe"
D_1NBPZ572,error,"La serie D_1NBPZ572 no existe"
D_1NBQA572,error,"La serie D_1NBQA572 no existe"
D_1NBQB572,error,"La serie D_1NBQB572 no existe"
D_1NBQC572,error,"La serie D_1NBQC572 no existe"
D_1NBQD572,error,"La serie D_1NBQD572 no existe"
D_1NBQE572,error,"La serie D_1NBQE572 no existe"
D_1NBQF572,error,"La serie D_1NBQF572 no existe"
D_1NBQG572,error,"La serie D_1NBQG572 no existe"
D_1NBQH572,error,"La serie D_1NBQH572 no existe"
D_1NBQI572,error,"La serie D_1NBQI572 no existe"
D_1NBQJ572,error,"La serie D_1NBQJ572 no existe"
D_1NBQK572,error,"La serie D_1NBQK572 no existe"
D_1NBQL572,error,"La serie D_1NBQL572 no existe"
D_1NBQM572,error,"La serie D_1NBQM572 no existe"
D_1NBQN572,error,"La serie D_1NBQN572 no existe"
D_1NBQO572,error,"La serie D_1NBQO572 no existe"
D_1NBQP572,error,"La serie D_1NBQP572 no existe"
D_1NBQQ572,error,"La serie D_1NBQQ572 no existe"
D_1NBQR572,error,"La serie D_1NBQR572 no existe"
D_1NBQS572,error,"La serie D_1NBQS572 no existe"
D_1NBQT572,error,"La serie D_1NBQT572 no existe"
D_1NBQU572,error,"La serie D_1NBQU572 no existe"
D_1NBQV572,error,"La serie D_1NBQV572 no existe"
D_1NBQW572,error,"La serie D_1NBQW572 no existe"
D_1NBQX572,error,"La serie D_1NBQX572 no existe"
D_1NBQY572,error,"La serie D_1NBQY572 no existe"
D_1NBQZ572,error,"La serie D_1NBQZ572 no existe"
D_1NBRA572,error,"La serie D_1NBRA572 no existe"
D_1NBRB572,error,"La serie D_1NBRB572 no existe"
D_1NBRC572,error,"La serie D_1NBRC572 no existe"
D_1NBRD572,error,"La serie D_1NBRD572 no existe"
D_1NBRE572,error,"La serie D_1NBRE572 no existe"
D_1NBRF572,error,"La serie D_1NBRF572 no existe"
D_1NBRG572,error,"La serie D_1NBRG572 no existe"
D_1NBRH572,error,"La serie D_1NBRH572 no existe"
D_1NBRI572,error,"La serie D_1NBRI572 no existe"
D_1NBRJ572,error,"La serie D_1NBRJ572 no existe"
D_1NBRK572,error,"La serie D_1NBRK572 no existe"
D_1NBRL572,error,"La serie D_1NBRL572 no existe"
D_1NBRM572,error,"La serie D_1NBRM572 no existe"
D_1NBRN572,error,"La serie D_1NBRN572 no existe"
D_1NBRO572,error,"La serie D_1NBRO572 no existe"
D_1NBRP572,error,"La serie D_1NBRP572 no existe"
D_1NBRQ572,error,"La serie D_1NBRQ572 no existe"
D_1NBRR572,error,"La serie D_1NBRR572 no existe"
D_1NBRS572,error,"La serie D_1NBRS572 no existe"
D_1NBRT572,error,"La serie D_1NBRT572 no existe"
D_1NBRU572,error,"La serie D_1NBRU572 no existe"
D_1NBRV572,error,"La serie D_1NBRV572 no existe"
D_1NBRW572,error,"La serie D_1NBRW572 no existe"
D_1NBRX572,error,"La serie D_1NBRX572 no existe"
D_1NBRY572,error,"La serie D_1NBRY572 no existe"
D_1NBRZ572,error,"La serie D_1NBRZ572 no existe"
D_1NBSA572,error,"La serie D_1NBSA572 no existe"
D_1NBSB572,error,"La serie D_1NBSB572 no existe"
D_1NBSC572,error,"La serie D_1NBSC572 no existe"
D_1NBSD572,error,"La serie D_1NBSD572 no existe"
D_1NBSE572,error,"La serie D_1NBSE572 no existe"
D_1NBSF572,error,"La serie D_1NBSF572 no existe"
D_1NBSG572,error,"La serie D_1NBSG572 no existe"
D_1NBSH572,error,"La serie D_1NBSH572 no existe"
D_1NBSI572,error,"La serie D_1NBSI572 no existe"
D_1NBSJ572,error,"La serie D_1NBSJ572 no existe"
D_1NBSK572,error,"La serie D_1NBSK572 no existe"
D_1NBSL572,error,"La serie D_1NBSL572 no existe"
D_1NBSM572,error,"La serie D_1NBSM572 no existe"
D_1NBSN572,error,"La serie D_1NBSN572 no existe"
