link_key,pending_reason,delegated_institution_label,designated_role_title,target_group,target_label,target_url,query,priority_rank,candidate_boe_id,candidate_score,candidate_rank_for_link,candidate_publication_date_iso
delegated_enforcement_v1|es:boe-a-1994-8985:fragment:articulo:bloque-procedimental-sancionador|Ministerio competente en trafico|DGT|Unidad sancionadora DGT|https://www.boe.es/buscar/act.php?id=BOE-A-1994-8985,auto_assist:role_alignment_failed:role_topic_overlap_zero,DGT,Subdireccion de Gestion de Sanciones,boe_redirector_query,boe_redirector_primary,https://www.boe.es/buscar/redirector.php?accion=Buscar&bd=boe&texto=nombramiento%20Subdireccion%20de%20Gestion%20de%20Sanciones%20DGT,nombramiento Subdireccion de Gestion de Sanciones DGT,1,,,,
delegated_enforcement_v1|es:boe-a-1994-8985:fragment:articulo:bloque-procedimental-sancionador|Ministerio competente en trafico|DGT|Unidad sancionadora DGT|https://www.boe.es/buscar/act.php?id=BOE-A-1994-8985,auto_assist:role_alignment_failed:role_topic_overlap_zero,DGT,Subdireccion de Gestion de Sanciones,boe_redirector_query,boe_redirector_secondary,https://www.boe.es/buscar/redirector.php?accion=Buscar&bd=boe&texto=nombramiento%20DGT,nombramiento DGT,2,,,,
delegated_enforcement_v1|es:boe-a-1994-8985:fragment:articulo:bloque-procedimental-sancionador|Ministerio competente en trafico|DGT|Unidad sancionadora DGT|https://www.boe.es/buscar/act.php?id=BOE-A-1994-8985,auto_assist:role_alignment_failed:role_topic_overlap_zero,DGT,Subdireccion de Gestion de Sanciones,boe_direct_doc,boe_direct_doc_BOE-A-2003-23115,https://www.boe.es/buscar/doc.php?id=BOE-A-2003-23115,BOE-A-2003-23115,3,BOE-A-2003-23115,29,1,2003-12-17
delegated_enforcement_v1|es:boe-a-1994-8985:fragment:articulo:bloque-procedimental-sancionador|Ministerio competente en trafico|DGT|Unidad sancionadora DGT|https://www.boe.es/buscar/act.php?id=BOE-A-1994-8985,auto_assist:role_alignment_failed:role_topic_overlap_zero,DGT,Subdireccion de Gestion de Sanciones,boe_direct_doc,boe_direct_doc_BOE-A-1997-2771,https://www.boe.es/buscar/doc.php?id=BOE-A-1997-2771,BOE-A-1997-2771,4,BOE-A-1997-2771,28,2,1997-02-08
delegated_enforcement_v1|es:boe-a-1994-8985:fragment:articulo:bloque-procedimental-sancionador|Ministerio competente en trafico|DGT|Unidad sancionadora DGT|https://www.boe.es/buscar/act.php?id=BOE-A-1994-8985,auto_assist:role_alignment_failed:role_topic_overlap_zero,DGT,Subdireccion de Gestion de Sanciones,boe_direct_doc,boe_direct_doc_BOE-A-1996-25171,https://www.boe.es/buscar/doc.php?id=BOE-A-1996-25171,BOE-A-1996-25171,5,BOE-A-1996-25171,27,3,1996-11-13
delegated_enforcement_v1|es:boe-a-1994-8985:fragment:articulo:bloque-procedimental-sancionador|Ministerio competente en trafico|DGT|Unidad sancionadora DGT|https://www.boe.es/buscar/act.php?id=BOE-A-1994-8985,auto_assist:role_alignment_failed:role_topic_overlap_zero,DGT,Subdireccion de Gestion de Sanciones,institutional_site,dgt_web,https://www.dgt.es/,nombramiento Subdireccion de Gestion de Sanciones DGT,6,,,,
delegated_enforcement_v1|es:boe-a-1994-8985:fragment:articulo:bloque-procedimental-sancionador|Ministerio competente en trafico|DGT|Unidad sancionadora DGT|https://www.boe.es/buscar/act.php?id=BOE-A-1994-8985,auto_assist:role_alignment_failed:role_topic_overlap_zero,DGT,Subdireccion de Gestion de Sanciones,institutional_site,dgt_web_role_exact,https://www.dgt.es/,"nombramiento ""Subdireccion de Gestion de Sanciones"" ""DGT""",7,,,,
delegated_enforcement_v1|es:boe-a-1994-8985:fragment:articulo:bloque-procedimental-sancionador|Ministerio competente en trafico|DGT|Unidad sancionadora DGT|https://www.boe.es/buscar/act.php?id=BOE-A-1994-8985,auto_assist:role_alignment_failed:role_topic_overlap_zero,DGT,Subdireccion de Gestion de Sanciones,institutional_site,dgt_sede,https://sede.dgt.gob.es/,nombramiento Subdireccion de Gestion de Sanciones DGT,8,,,,
delegated_enforcement_v1|es:boe-a-1994-8985:fragment:articulo:bloque-procedimental-sancionador|Ministerio competente en trafico|DGT|Unidad sancionadora DGT|https://www.boe.es/buscar/act.php?id=BOE-A-1994-8985,auto_assist:role_alignment_failed:role_topic_overlap_zero,DGT,Subdireccion de Gestion de Sanciones,institutional_site,dgt_sede_role_exact,https://sede.dgt.gob.es/,"nombramiento ""Subdireccion de Gestion de Sanciones"" ""DGT""",9,,,,
delegated_enforcement_v1|es:boe-a-1994-8985:fragment:articulo:bloque-procedimental-sancionador|Ministerio competente en trafico|DGT|Unidad sancionadora DGT|https://www.boe.es/buscar/act.php?id=BOE-A-1994-8985,auto_assist:role_alignment_failed:role_topic_overlap_zero,DGT,Subdireccion de Gestion de Sanciones,institutional_site,transparencia_gob,https://transparencia.gob.es/,nombramiento Subdireccion de Gestion de Sanciones DGT,10,,,,
