party_name,source_url,evidence_id,excerpt
BNG,https://www.bng.gal/media/bnggaliza/files/2023/07/05/23_bng_xerais_programa.pdf,1560539,"paxina 25 4 a defensa dos dereitos das persoas lgbt paxina 27 5 na defensa da democracia e das liberdades publicas paxina 31 6 por uns servizos publicos de calidade a educacion b sanidade paxina 39 7 economia ao servizo das maiorias sociais a por unha nova fiscalidade b crise industrial c agro e pesca d ciencia e innov"
BNG,https://www.bng.gal/media/bnggaliza/files/2023/07/05/23_bng_xerais_programa.pdf,1560540,"ualdade real paxina 25 4 a defensa dos dereitos das persoas lgbt paxina 27 5 na defensa da democracia e das liberdades publicas paxina 31 6 por uns servizos publicos de calidade a educacion b sanidade paxina 39 7 economia ao servizo das maiorias sociais a por unha nova fiscalidade b crise industrial c agro e pesca d ci"
BNG,https://www.bng.gal/media/bnggaliza/files/2023/07/05/23_bng_xerais_programa.pdf,1560541,"rciais ou insuficientes que fosen que inicialmente o psoe se negaba a adoptar ou cualificaba de imposibeis entre elas medidas para o control da escalada de prezos especialmente na electricidade e carburantes na aplicacion de impostos a banca as enerxeticas e as grandes fortunas ou mesmo moitas das axudas aos sectores a"
BNG,https://www.bng.gal/media/bnggaliza/files/2023/07/05/23_bng_xerais_programa.pdf,1560544,"a laboral do pp non derrogada na sua totalidade e so moi parcialmente modificada os novos recortes en pensions a escalada belicista e o aumento do gasto militar ou a proteccion da corrupcion da monarquia o psoe votou reiteradamente con pp e vox para rexeitar as comisions de investigacion que propuxemos o bng e outras f"
BNG,https://www.bng.gal/media/bnggaliza/files/2024/01/24/24_bng_galegas_programa_goberno.pdf,1560338,"sello galego de fp 4 actualizar e revisar a oferta formativa para alinala coa potenciacion dos sectores economicos chave de galiza e fundamental que os programas formativos se desenen desde unha perspectiva de pais para potenciar os elementos caracteristicos do noso tecido produtivo 5 mudar a politica de viveiros de em"
BNG,https://www.bng.gal/media/bnggaliza/files/2024/01/24/24_bng_galegas_programa_goberno.pdf,1560339,"abeceira e as nenas e nenos en seis de cada dez concellos non tenen pediatra a dia de hoxe 9080 persoas agardan no noso pais para recibir unha primeira consulta en saude mental na sanidade publica o que deixa a posibilidade de atencion neste ambito so en mans de quen poida pagalo desde 2009 destruironse no noso pais 51"
BNG,https://www.bng.gal/media/bnggaliza/files/2024/01/24/24_bng_galegas_programa_goberno.pdf,1560341,"ial e ambiental que provocan estas grandes superficies en funcion do seu tamano imposto medioambiental sobre as instalacions de transporte de enerxia eixo 01 un pais dono de si 12 electrica de alta tension que gravara a capacidade economica que se manifesta na xeracion de afeccions e impactos ambientais e visuais na co"
BNG,https://www.bng.gal/media/bnggaliza/files/2024/01/24/24_bng_galegas_programa_goberno.pdf,1560343,"ector agrogandeiro e galiza conta con 22500 persoas autonomas menos ao longo destes catorce anos de goberno do partido popular pecharon 4127 empresas e 374527 persoas marcharon a emigracion 141881 delas e dicir o 38 tinan menos de 29 anos no 2022 en galiza o 236 da poboacion estaba en risco de pobreza ou exclusion soci"
BNG,https://www.bng.gal/media/bnggaliza/files/2024/01/24/24_bng_galegas_programa_goberno.pdf,1560344,"o seu caso con base en criterios de obxectividade evitando a arbitrariedade existente actualmente ligada a unha forma especifica de clientelismo que constitue de facto un xeito de corrupcion os organos administrativos encargados da concesion das axudas elaboraran informes anuais con toda a informacion relevante dos eix"
BNG,https://www.bng.gal/media/bnggaliza/files/2024/01/24/24_bng_galegas_programa_goberno.pdf,1560783,"o a capacidade de decision do pobo galego avanzando no noso reconecemento como nacion e no noso autogoberno 3 coidar as persoas especialmente a quen mais o precisa reducindo as desigualdades asi como fortalecendo e ampliando os servizos publicos esenciais 4 coidar o territorio e o planeta a traves dun pais mais ordenad"
BNG,https://www.bng.gal/media/bnggaliza/files/2024/05/14/24_bng_programa_europeas_2.pdf,1560437,"populares e traballadoras asi o aumento continuado das taxas de xuro por parte do bce do 0 en 2012 ao 45 actual un tipo nunca visto desde o ano 2001 provocaron o aumento das cotas hipotecarias afogando familias e tecido produtivo mentres as entidades financeiras atinxian record de lucros a ue non quixo despregar ningun"
BNG,https://www.bng.gal/media/bnggaliza/files/2024/05/14/24_bng_programa_europeas_2.pdf,1560438,"ses das grandes transnacionais que exercen un forte poder lobistico sobre o seu deseno como esta a acontecer na galiza cos macroproxectos de enerxia eolica terrestre e marina ao amparo de politicas europeas que non tenen en conta a nosa especificidade ou coa megacelulosa proxectada pola empresa greenfiber altri greenal"
BNG,https://www.bng.gal/media/bnggaliza/files/2024/05/14/24_bng_programa_europeas_2.pdf,1560441,"zar o seu novo modelo enerxetico diante 11 medidas urxentes 20 da progresiva eliminacion de materias primas finitas demanda do reconecemento do dereito de galiza a ter unha tarifa electrica galega que lle permita facer do seu papel de produtora excedentaria un motor de desenvolvemento economico e social en harmonia e c"
BNG,https://www.bng.gal/media/bnggaliza/files/2024/05/14/24_bng_programa_europeas_2.pdf,1560442,"oliticas vertebradoras do punto de vista territorial e de mobilidade a proba mais evidente foi a non inclusion inicial da nosa nacion no corredor atlantico da rede transeuropea de transportes a falla de conexions modernas con portugal ou os problemas sistematicos no transporte que viven diariamente moitas galegas e gal"
BNG,https://www.bng.gal/media/bnggaliza/files/2024/05/14/24_bng_programa_europeas_2.pdf,1560443,"belicista cada vez mais desenfreada outra mostra do fracasado modelo neoliberal da ue son os fluxos migratorios que non paran de exacerbarse non so provocando a chegada masiva de inmigrantes extracomunitarias que foxen de guerras e miseria nos seus paises de orixe provocadas en parte directa ou indirectamente polas pol"
BNG,https://www.bng.gal/media/bnggaliza/files/2024/05/14/24_bng_programa_europeas_2.pdf,1560444,"de control en termos de seguridade e a ser o financiador a cargo de debeda publica dun gran negocio que se esta a demostrar que estivo atravesado por un afan especulativo e tramas corruptas diante dos graves efectos economicos e sociais que se derivaron da pandemia a ue deu unha resposta aparentemente distinta da despr"
