source_id	source_name	sample_path	exists	status	min_records_loaded_strict	sample_size_bytes	sample_sha256	sample_top_container	sample_record_count	sample_top_level_fields	sample_row_count	sample_row_fields	field_header_count
bdns_api_subvenciones	BDNS/SNPSAP - Subvenciones y ayudas Espana (API)	etl/data/raw/samples/bdns_api_subvenciones_sample.json	TRUE	OK	10	1351	07ec1967125d93d511178554721765fbd3cb19b6541e9318ef2edd88dc3b2139	list	3	idConvocatoria,idConcesion,organoConvocante,beneficiarioNombre,beneficiarioNif,importeConcedido,fechaPublicacion,urlConvocatoria,lineaSubvencion	3	9
bdns_autonomico	BDNS/SNPSAP - Subvenciones autonomicas (piloto 3 CCAA)	etl/data/raw/samples/bdns_autonomico_sample.json	TRUE	OK	3	772	6e71d16d6da96b266e74dc79e93eb8ad6b6a43e31b60bae530997dbd8735a939	dict	data	2	convocatoria_id,concesion_id,organo_concedente,beneficiario,nif,cuantia,fecha_publicacion,url,comunidadAutonoma	2	9
