source_id,run_id,run_status,run_records_seen,run_records_loaded,source_records_total,run_started_at,run_finished_at,message,generated_at
placsp_autonomico,224,error,0,0,108,2026-02-17T10:29:05+00:00,2026-02-17T10:29:10+00:00,Error: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)>,2026-02-17T10:29:11+00:00
