schema_version,source_id,mode,exit_code,run_records_loaded,snapshot_date,run_id,run_status,run_records_seen,before_records,after_records,delta_records,run_started_at,run_finished_at,source_url,command,message,source_record_id,entity_id
v2,placsp_sindicacion,strict-network,1,0,2026-02-17,223,error,0,109,109,0,2026-02-17T10:29:05+00:00,2026-02-17T10:29:10+00:00,https://contrataciondelestado.es/sindicacion/sindicacion_643/licitacionesPerfilesContratanteCompleto3.atom,python3 scripts/ingestar_politicos_es.py ingest --db etl/data/staging/politicos-es.db --source placsp_sindicacion --snapshot-date 2026-02-17 --strict-network --timeout 60,Error: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)>,,
