initiative_id,doc_kind,doc_url,last_http_status,attempts,last_attempt_at,last_error
senado:leg14:exp:624/000003,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000003&legis=14,403,2,2026-02-27T08:53:07+00:00,
senado:leg14:exp:624/000004,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000004&legis=14,403,2,2026-02-27T08:53:07+00:00,
senado:leg14:exp:624/000005,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000005&legis=14,403,2,2026-02-27T08:53:07+00:00,
senado:leg14:exp:624/000006,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000006&legis=14,403,2,2026-02-27T08:53:07+00:00,
senado:leg14:exp:624/000008,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000008&legis=14,403,2,2026-02-27T08:53:07+00:00,
senado:leg14:exp:624/000009,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000009&legis=14,403,2,2026-02-18T10:12:46+00:00,
senado:leg10:exp:624/000001,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000001&legis=10,403,1,2026-02-18T09:46:22+00:00,
senado:leg10:exp:624/000002,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000002&legis=10,403,1,2026-02-18T09:46:22+00:00,
senado:leg10:exp:624/000003,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000003&legis=10,403,1,2026-02-18T09:46:22+00:00,
senado:leg10:exp:624/000004,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000004&legis=10,403,1,2026-02-18T09:46:22+00:00,
senado:leg10:exp:624/000005,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000005&legis=10,403,1,2026-02-18T09:46:22+00:00,
senado:leg10:exp:624/000006,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000006&legis=10,403,1,2026-02-18T09:46:22+00:00,
senado:leg11:exp:626/000001,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=626&id2=000001&legis=11,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:622/000001,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=622&id2=000001&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:624/000001,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000001&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:624/000002,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000002&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:624/000005,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000005&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:624/000006,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000006&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:624/000007,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000007&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:624/000008,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000008&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:624/000009,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000009&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:624/000010,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000010&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:624/000011,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000011&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:624/000012,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000012&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:624/000013,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000013&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:624/000016,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=624&id2=000016&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:625/000001,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=625&id2=000001&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:625/000002,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=625&id2=000002&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:625/000003,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=625&id2=000003&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:626/000001,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=626&id2=000001&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:626/000008,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=626&id2=000008&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg12:exp:626/000009,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=626&id2=000009&legis=12,403,1,2026-02-18T09:46:22+00:00,
senado:leg14:exp:621/000026,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=621&id2=000026&legis=14,403,1,2026-02-18T09:46:22+00:00,
