packet_kind,packet_rank,packet_id,cohort,legislature,tipo_expediente,initiative_id,doc_kind,doc_url,last_http_status,attempts,last_attempt_at,method_hint,is_zero_doc_initiative,cohort_missing_urls,cohort_blocked_403_rate
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000001,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000001&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000034,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000034&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000035,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000035&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000036,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000036&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000037,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000037&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000038,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000038&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000039,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000039&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000040,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000040&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000041,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000041&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000042,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000042&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000043,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000043&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000044,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000044&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000045,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000045&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000046,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000046&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000047,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000047&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000048,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000048&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
cohort,1,cohort_01_leg10:tipo610,leg10:tipo610,10,610,senado:leg10:exp:610/000049,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000049&legis=10,500,1,2026-02-18T09:46:22+00:00,playwright,0,432,0.615741
