run_id,source_id,status,records_seen,records_loaded,started_at,finished_at
302,programas_partidos,ok,51,51,2026-02-28T11:22:34+00:00,2026-02-28T11:31:01+00:00
301,programas_partidos,ok,51,51,2026-02-28T11:07:54+00:00,2026-02-28T11:16:33+00:00
300,programas_partidos,ok,51,51,2026-02-28T10:57:25+00:00,2026-02-28T11:04:56+00:00
299,programas_partidos,ok,51,51,2026-02-28T10:41:37+00:00,2026-02-28T10:48:55+00:00
298,programas_partidos,ok,19,19,2026-02-28T10:39:28+00:00,2026-02-28T10:41:05+00:00
297,programas_partidos,error,0,0,2026-02-28T10:36:23+00:00,"2026-02-28 10:52:53"
