link_key,fragment_id,norm_id,boe_id_context,delegated_institution_label,designated_role_title,query,query_variant,search_url,candidate_rank,candidate_score,candidate_boe_id,candidate_doc_url,candidate_publication_date,candidate_department,candidate_title,candidate_person_hint,match_institution,match_role
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,,,,AEAT,Unidad procedimental sancionadora,"nombramiento ""Agencia Estatal de Administración Tributaria""",boe_redirector_primary,"https://www.boe.es/buscar/boe.php?campo[1]=TITULOS&dato[1]=nombramiento%20""Agencia%20Estatal%20de%20Administraci%C3%B3n%20Tributaria""&accion=Buscar&sort_field[0]=FPU&sort_order[0]=desc",1,29,BOE-A-2024-12397,https://www.boe.es/buscar/doc.php?id=BOE-A-2024-12397,19/06/2024,Ministerio de Hacienda,"Resolución de 12 de junio de 2024, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se renueva el nombramiento de vocales de la Comisión Consultiva de Ética.",,1,0
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,,,,AEAT,Unidad procedimental sancionadora,"nombramiento ""Agencia Estatal de Administración Tributaria""",boe_redirector_primary,"https://www.boe.es/buscar/boe.php?campo[1]=TITULOS&dato[1]=nombramiento%20""Agencia%20Estatal%20de%20Administraci%C3%B3n%20Tributaria""&accion=Buscar&sort_field[0]=FPU&sort_order[0]=desc",2,28,BOE-A-2010-5072,https://www.boe.es/buscar/doc.php?id=BOE-A-2010-5072,27/03/2010,Ministerio de Economía y Hacienda,"Resolución de 17 de marzo de 2010, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se delega el ejercicio de las competencias para el nombramiento y cese de los representantes de la Agencia Estatal de Administración Tributaria en las Comisiones o grupos de trabajo del Consejo Superior para la Dirección y Coordinación de la Gestión Tributaria, así como para el nombramiento y cese de los representantes y sus sustitutos de la Agencia en los Consejos Territoriales para la Dirección y Coordinación de la Gestión Tributaria.",,1,0
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,,,,AEAT,Unidad procedimental sancionadora,"nombramiento ""Agencia Estatal de Administración Tributaria""",boe_redirector_primary,"https://www.boe.es/buscar/boe.php?campo[1]=TITULOS&dato[1]=nombramiento%20""Agencia%20Estatal%20de%20Administraci%C3%B3n%20Tributaria""&accion=Buscar&sort_field[0]=FPU&sort_order[0]=desc",3,27,BOE-A-2008-9974,https://www.boe.es/buscar/doc.php?id=BOE-A-2008-9974,11/06/2008,Ministerio de Economía y Hacienda,"Resolución de 10 de junio de 2008, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Director del Servicio de Auditoría Interna de la Agencia Estatal de Administración Tributaria, de don Tomás Merola Macanás.",Tomás Merola Macanás,1,0
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,,,,AEAT,Unidad procedimental sancionadora,"nombramiento ""Agencia Estatal de Administración Tributaria""",boe_redirector_primary,"https://www.boe.es/buscar/boe.php?campo[1]=TITULOS&dato[1]=nombramiento%20""Agencia%20Estatal%20de%20Administraci%C3%B3n%20Tributaria""&accion=Buscar&sort_field[0]=FPU&sort_order[0]=desc",4,26,BOE-A-2008-9782,https://www.boe.es/buscar/doc.php?id=BOE-A-2008-9782,06/06/2008,Ministerio de Economía y Hacienda,"Resolución de 4 de junio de 2008, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Delegado Especial de la Agencia Estatal de Administración Tributaria de Galicia de don Luis Antonio Pazos Franco.",Luis Antonio Pazos Franco,1,0
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,,,,AEAT,Unidad procedimental sancionadora,"nombramiento ""Agencia Estatal de Administración Tributaria""",boe_redirector_primary,"https://www.boe.es/buscar/boe.php?campo[1]=TITULOS&dato[1]=nombramiento%20""Agencia%20Estatal%20de%20Administraci%C3%B3n%20Tributaria""&accion=Buscar&sort_field[0]=FPU&sort_order[0]=desc",5,25,BOE-A-2008-8196,https://www.boe.es/buscar/doc.php?id=BOE-A-2008-8196,09/05/2008,Ministerio de Economía y Hacienda,"Resolución de 29 de abril de 2008, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Secretario Técnico Permanente de la Comisión Mixta de Coordinación de la Gestión Tributaria y Director Adjunto del Departamento de Organización, Planificación y Relaciones Institucionales de don Gaspar Caballo Mingo.",Gaspar Caballo Mingo,1,0
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,,,,AEAT,Unidad procedimental sancionadora,"nombramiento ""Agencia Estatal de Administración Tributaria""",boe_redirector_primary,"https://www.boe.es/buscar/boe.php?campo[1]=TITULOS&dato[1]=nombramiento%20""Agencia%20Estatal%20de%20Administraci%C3%B3n%20Tributaria""&accion=Buscar&sort_field[0]=FPU&sort_order[0]=desc",6,24,BOE-A-2008-1343,https://www.boe.es/buscar/doc.php?id=BOE-A-2008-1343,25/01/2008,Ministerio de Economía y Hacienda,"Resolución de 22 de enero de 2008, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Luciano Alfonso Losada Suárez como Delegado de la Agencia Estatal de Administración Tributaria en Tarragona.",Luciano Alfonso Losada Suárez,1,0
