link_key,fragment_id,norm_id,boe_id,delegating_actor_label,delegated_institution_label,designated_role_title,current_designated_actor_label,current_appointment_start_date,current_appointment_end_date,current_enforcement_evidence_date,current_source_url,current_evidence_quote,chain_confidence,reasons_csv,actionability,decision,reviewed_designated_actor_label,reviewed_appointment_start_date,reviewed_appointment_end_date,reviewed_enforcement_evidence_date,reviewed_source_url,reviewed_evidence_quote,review_note
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion,es:boe-a-2004-18398,BOE-A-2004-18398,Ministerio de Hacienda,AEAT,Unidad procedimental sancionadora,,2024-01-01,,,https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,La aplicacion procedimental depende de organos delegados con instrucciones ministeriales.,0.59,missing_designated_actor|missing_enforcement_evidence_date,actionable,approved,Unidad procedimental sancionadora (AEAT),,,2010-03-27,https://www.boe.es/buscar/doc.php?id=BOE-A-2010-5072,"Resolución de 17 de marzo de 2010, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se delega el ejercicio de las competencias para el nombramiento y cese de los representantes de la Agencia Estatal de Administración Tributaria en las Comisiones o grupos de trabajo del Consejo Superior para la Dirección y Coordinación de la Gestión Tributaria, así como para el nombramiento y cese de los representantes y sus sustitutos de la Agencia en los Consejos Territoriales para la Dirección y Coordinación de la Gestión Tributaria.",auto_assist:approved_non_nominative_unit_from_BOE-A-2010-5072
