source_id,run_id,run_status,run_records_seen,run_records_loaded,source_records_total,run_started_at,run_finished_at,message,generated_at
placsp_autonomico,229,ok,2,2,108,2026-02-17T10:31:23+00:00,2026-02-17T10:31:31+00:00,Ingesta completada: 2/2 registros validos (from-file),2026-02-17T10:31:31+00:00
