row_id	source_id	mode	status	exit_code	started_at	finished_at	stdout_log	stderr_log	run_snapshot_csv	source_records_snapshot_csv	note
eurostat_sdmx__replay	eurostat_sdmx	replay	ok	0	2026-02-17T10:37:10Z	2026-02-17T10:37:16Z	docs/etl/sprints/AI-OPS-10/evidence/eurostat/logs/eurostat_sdmx__replay.stdout.log	docs/etl/sprints/AI-OPS-10/evidence/eurostat/logs/eurostat_sdmx__replay.stderr.log	docs/etl/sprints/AI-OPS-10/evidence/eurostat/sql/eurostat_sdmx__replay_run_snapshot.csv	docs/etl/sprints/AI-OPS-10/evidence/eurostat/sql/eurostat_sdmx__replay_source_records_snapshot.csv	
