200,5805,text/xml,http://www.senado.es/legis9/expedientes/610/xml/INI-3-610000161.xml
200,5471,text/xml,http://www.senado.es/legis9/expedientes/610/xml/INI-3-610000162.xml
200,5376,text/xml,http://www.senado.es/legis9/expedientes/610/xml/INI-3-610000163.xml
200,5597,text/xml,http://www.senado.es/legis9/expedientes/610/xml/INI-3-610000164.xml
200,49599,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000221
200,49422,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000222
200,49419,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000223
200,49217,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000224
200,32768,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000227
200,49009,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000228
200,50559,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000229
200,51115,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000230
200,50518,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000231
200,50589,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000232
200,50609,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000233
200,51930,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000234
200,50615,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000235
200,50543,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000236
200,50881,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000237
200,48948,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000238
200,51616,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000239
200,50537,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000240
200,50884,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000241
200,49153,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000242
200,49073,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000243
200,49069,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000244
200,48775,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000245
200,48794,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000246
200,50673,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000247
200,49217,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000248
200,47565,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000249
200,48971,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000250
200,49052,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000251
200,48932,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000252
200,50586,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000253
200,51550,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000254
200,51628,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000255
200,49045,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000256
200,50503,text/html;charset=UTF-8,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=9&id1=610&id2=000257
