series_id,mode,command,exit_code,before_records,after_records,delta_records,run_id,run_status,run_records_seen,run_records_loaded,run_started_at,run_finished_at,source_url,snapshot,message
PARO.TASA.ES.M,strict-network,python3 scripts/ingestar_politicos_es.py ingest --db etl/data/staging/politicos-es.db --source bde_series_api --url https://api.bde.es/datos/series/PARO.TASA.ES.M --snapshot-date 2026-02-17 --strict-network --timeout 30,1,2,2,0,215,error,0,0,2026-02-17T08:47:41+00:00,2026-02-17T08:47:44+00:00,https://api.bde.es/datos/series/PARO.TASA.ES.M,2026-02-17,"Error: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
