run_id,source_id,status,records_seen,records_loaded,started_at,finished_at,message,source_url
166,moncloa_referencias,ok,20,20,2026-02-16T16:06:50+00:00,2026-02-16T16:07:01+00:00,"Ingesta completada: 20/20 registros validos (from-dir)","file://REPO_ROOT/vota-con-la-chola/etl/data/raw/manual/moncloa_exec/ai-ops-04-20260216"
