run_id,source_id,status,records_seen,records_loaded,started_at,finished_at,message,source_url
165,moncloa_referencias,ok,2,2,2026-02-16T16:06:35+00:00,2026-02-16T16:06:50+00:00,"Ingesta completada: 2/2 registros validos",https://www.lamoncloa.gob.es/consejodeministros/referencias/paginas/index.aspx
