run_id,source_id,status,records_seen,records_loaded,started_at,finished_at,message,source_url
168,moncloa_rss_referencias,ok,8,8,2026-02-16T16:07:11+00:00,2026-02-16T16:07:18+00:00,"Ingesta completada: 8/8 registros validos (from-dir)","file://REPO_ROOT/vota-con-la-chola/etl/data/raw/manual/moncloa_exec/ai-ops-04-20260216"
