run_id,source_id,status,records_seen,records_loaded,started_at,finished_at,message,source_url
167,moncloa_rss_referencias,ok,8,8,2026-02-16T16:07:01+00:00,2026-02-16T16:07:11+00:00,"Ingesta completada: 8/8 registros validos",https://www.lamoncloa.gob.es/Paginas/rss.aspx?tipo=16
