schema_version,source_id,mode,exit_code,run_records_loaded,snapshot_date,run_id,run_status,run_records_seen,before_records,after_records,delta_records,run_started_at,run_finished_at,source_url,command,message,source_record_id,entity_id
v2,bde_series_api,strict-network,1,0,2026-02-17,242,error,0,2,2,0,2026-02-17T10:38:28+00:00,2026-02-17T10:38:32+00:00,https://api.bde.es/datos/series/PARO.TASA.ES.M,python3 scripts/ingestar_politicos_es.py ingest --db etl/data/staging/politicos-es.db --source bde_series_api --url https://api.bde.es/datos/series/PARO.TASA.ES.M --snapshot-date 2026-02-17 --strict-network --timeout 30,"Error: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,
