evidence_id,party_name,source_url,stance,stance_method,confidence,excerpt
1560538,BNG,https://www.bng.gal/media/bnggaliza/files/2023/07/05/23_bng_xerais_programa.pdf,unclear,declared:regex_v3,0.0,"s queremos salientar os repetidos pronunciamentos do congreso a favor da continuidade de alcoa na marina que apoiaron a loita dos traballadores e traballadoras e impulsaron o goberno a actuar para evitar o fechamento da empresa mais tamen as numerosas emendas presentadas que ainda que fose parcialmente contribuiron a m"
1560545,BNG,https://www.bng.gal/media/bnggaliza/files/2023/07/05/23_bng_xerais_programa.pdf,unclear,declared:regex_v3,0.0,"arina que apoiaron a loita dos traballadores e traballadoras e impulsaron o goberno a actuar para evitar o fechamento da empresa mais tamen as numerosas emendas presentadas que ainda que fose parcialmente contribuiron a mellorar diversas leis como exemplo na lei de pesca foron incorporadas tres propostas do bng moi rel"
1561270,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,unclear,declared:regex_v3,0.0,"l de europa se ve amenazada de manera nunca vista hasta ahora en especial en lo que atane a nuestra estructura demografica educacion ritmo de investigacion y desarrollo y falta de movilidad geografica y por si esto fuera poco se ha hecho evidente muy a nuestro pesar en nuestros actuales modelos de excesivo gasto public"
1561275,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,unclear,declared:regex_v3,0.0,"la union europea a los ciudadanos europa en un mundo globalizado 305 una de las consecuencias de la creciente interconexion de nuestras sociedades y economias es el hecho que la accion europea es necesaria no solo para crear un mercado interior y una comunidad de derecho sino tambien para reforzar la libertad la iguald"
