series_id,mode,command,exit_code,before_records,after_records,delta_records,run_id,run_status,run_records_seen,run_records_loaded,run_started_at,run_finished_at,source_record_id,snapshot,source_url
une_rt_a|freq=A|geo=PT|unit=PC_ACT,replay,python3 scripts/ingestar_politicos_es.py ingest --db etl/data/staging/politicos-es.db --source eurostat_sdmx --from-file docs/etl/sprints/AI-OPS-09/evidence/eurostat-replay-inputs/une_rt_a_freq_A_geo_PT_unit_PC_ACT/une_rt_a_freq_A_geo_PT_unit_PC_ACT_replay_20260217.json --snapshot-date 2026-02-17 --timeout 30,1,1,1,0,214,error,0,0,2026-02-17T08:47:08+00:00,2026-02-17T08:47:08+00:00,series:3feb2dae20867f4bf608324a,2026-02-17,file://REPO_ROOT/vota-con-la-chola/docs/etl/sprints/AI-OPS-09/evidence/eurostat-replay-inputs/une_rt_a_freq_A_geo_PT_unit_PC_ACT/une_rt_a_freq_A_geo_PT_unit_PC_ACT_replay_20260217.json
