series_id,mode,command,exit_code,before_records,after_records,delta_records,run_id,run_status,run_records_seen,run_records_loaded,run_started_at,run_finished_at,source_record_id,snapshot,source_url
une_rt_a|freq=A|geo=ES|unit=PC_ACT,from-file,python3 scripts/ingestar_politicos_es.py ingest --db etl/data/staging/politicos-es.db --source eurostat_sdmx --from-file docs/etl/sprints/AI-OPS-09/evidence/eurostat-series-samples/une_rt_a_freq_A_geo_ES_unit_PC_ACT.json --snapshot-date 2026-02-17 --timeout 30,1,1,1,0,210,error,0,0,2026-02-17T08:47:03+00:00,2026-02-17T08:47:03+00:00,series:4468f558922332ed237bf17f,2026-02-17,file://REPO_ROOT/vota-con-la-chola/docs/etl/sprints/AI-OPS-09/evidence/eurostat-series-samples/une_rt_a_freq_A_geo_ES_unit_PC_ACT.json
