initiative_source_id,initiative_id,doc_kind,doc_url,source_record_pk,attempts,fetched_ok,last_http_status,last_attempt_at
senado_iniciativas,senado:leg14:exp:622/000026,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=622&id2=000026,,26,,404,2026-03-01T05:52:25+00:00
senado_iniciativas,senado:leg14:exp:622/000039,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=622&id2=000039,,26,,404,2026-03-01T05:52:25+00:00
senado_iniciativas,senado:leg14:exp:622/000064,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=622&id2=000064,,23,,404,2026-03-01T05:52:25+00:00
senado_iniciativas,senado:leg14:exp:622/000074,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000074,,23,,404,2026-03-01T02:14:33+00:00
senado_iniciativas,senado:leg14:exp:626/000008,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=626&id2=000008,,22,,404,2026-03-01T05:52:25+00:00
senado_iniciativas,senado:leg14:exp:626/000003,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=626&id2=000003,,21,,404,2026-03-01T05:52:25+00:00
senado_iniciativas,senado:leg14:exp:622/000026,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000026,,20,,404,2026-03-01T05:52:25+00:00
senado_iniciativas,senado:leg14:exp:622/000039,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000039,,20,,404,2026-03-01T05:52:25+00:00
senado_iniciativas,senado:leg14:exp:622/000064,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000064,,19,,404,2026-03-01T05:52:25+00:00
senado_iniciativas,senado:leg14:exp:626/000008,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=626&numEx=000008,,19,,404,2026-03-01T05:52:25+00:00
senado_iniciativas,senado:leg14:exp:622/000030,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000030,,18,,404,2026-03-01T02:14:33+00:00
senado_iniciativas,senado:leg14:exp:622/000034,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000034,,18,,404,2026-03-01T02:14:33+00:00
senado_iniciativas,senado:leg14:exp:622/000071,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000071,,18,,404,2026-03-01T02:14:33+00:00
senado_iniciativas,senado:leg14:exp:626/000001,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=626&id2=000001,,18,,404,2026-03-01T02:14:33+00:00
senado_iniciativas,senado:leg14:exp:622/000044,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000044,,17,,404,2026-03-01T02:14:33+00:00
senado_iniciativas,senado:leg14:exp:622/000062,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000062,,17,,404,2026-03-01T02:14:33+00:00
senado_iniciativas,senado:leg14:exp:626/000003,bocg,https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=626&numEx=000003,,17,,404,2026-03-01T05:52:25+00:00
senado_iniciativas,senado:leg10:exp:610/000005,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000005&legis=10,,16,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000006,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000006&legis=10,,16,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000007,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000007&legis=10,,16,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000008,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000008&legis=10,,16,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000009,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000009&legis=10,,16,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000010,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000010&legis=10,,16,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000011,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000011&legis=10,,16,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000012,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000012&legis=10,,15,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000013,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000013&legis=10,,15,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000014,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000014&legis=10,,15,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000015,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000015&legis=10,,15,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000016,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000016&legis=10,,15,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000017,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000017&legis=10,,15,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000018,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000018&legis=10,,15,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000019,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000019&legis=10,,15,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000020,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000020&legis=10,,15,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000021,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000021&legis=10,,15,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000022,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000022&legis=10,,15,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000023,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000023&legis=10,,15,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000024,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000024&legis=10,,15,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg14:exp:621/000066,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=621&id2=000066,,13,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg14:exp:621/000069,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=621&id2=000069,,13,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg14:exp:621/000070,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=621&id2=000070,,13,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000025,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000025&legis=10,,12,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg10:exp:610/000026,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000026&legis=10,,12,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg14:exp:621/000071,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=621&id2=000071,,12,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg14:exp:621/000072,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=621&id2=000072,,12,,404,2026-03-01T02:32:39+00:00
senado_iniciativas,senado:leg14:exp:621/000073,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=621&id2=000073,,12,,404,2026-03-01T02:32:39+00:00
