fresh_rank,initiative_source_id,initiative_id,doc_kind,doc_url,source_record_pk,attempts,fetched_ok,last_http_status,last_attempt_at
1,senado_iniciativas,senado:leg10:exp:610/000050,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000050,,2,,404,2026-02-28T23:51:12+00:00
2,senado_iniciativas,senado:leg10:exp:610/000051,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000051,,2,,404,2026-02-28T23:51:12+00:00
3,senado_iniciativas,senado:leg10:exp:610/000052,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000052,,2,,404,2026-02-28T23:51:12+00:00
4,senado_iniciativas,senado:leg10:exp:610/000053,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000053,,2,,404,2026-02-28T23:51:12+00:00
5,senado_iniciativas,senado:leg10:exp:610/000054,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000054,,2,,404,2026-02-28T23:51:12+00:00
6,senado_iniciativas,senado:leg10:exp:610/000055,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000055,,2,,404,2026-02-28T23:51:12+00:00
7,senado_iniciativas,senado:leg10:exp:610/000056,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000056,,2,,404,2026-02-28T23:51:12+00:00
8,senado_iniciativas,senado:leg10:exp:610/000057,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000057,,2,,404,2026-02-28T23:51:12+00:00
9,senado_iniciativas,senado:leg10:exp:610/000058,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000058,,2,,404,2026-02-28T23:51:12+00:00
10,senado_iniciativas,senado:leg10:exp:610/000059,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000059,,2,,404,2026-02-28T23:51:12+00:00
11,senado_iniciativas,senado:leg10:exp:610/000060,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000060,,2,,404,2026-02-28T23:51:12+00:00
12,senado_iniciativas,senado:leg10:exp:610/000061,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000061,,2,,404,2026-02-28T23:51:12+00:00
13,senado_iniciativas,senado:leg10:exp:610/000062,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000062,,2,,404,2026-02-28T23:51:12+00:00
14,senado_iniciativas,senado:leg10:exp:610/000063,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000063,,2,,404,2026-02-28T23:51:12+00:00
15,senado_iniciativas,senado:leg10:exp:610/000064,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000064,,2,,404,2026-02-28T23:51:12+00:00
16,senado_iniciativas,senado:leg10:exp:610/000065,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000065,,2,,404,2026-02-28T23:51:12+00:00
17,senado_iniciativas,senado:leg10:exp:610/000066,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000066,,2,,404,2026-02-28T23:51:12+00:00
18,senado_iniciativas,senado:leg10:exp:610/000067,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000067,,2,,404,2026-02-28T23:51:12+00:00
19,senado_iniciativas,senado:leg10:exp:610/000068,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000068,,2,,404,2026-02-28T23:51:12+00:00
20,senado_iniciativas,senado:leg10:exp:610/000069,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000069,,2,,404,2026-02-28T23:51:12+00:00
21,senado_iniciativas,senado:leg10:exp:610/000070,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000070,,2,,404,2026-02-28T23:51:12+00:00
22,senado_iniciativas,senado:leg10:exp:610/000071,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000071,,2,,404,2026-02-28T23:51:12+00:00
23,senado_iniciativas,senado:leg10:exp:610/000109,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000109,,2,,404,2026-02-28T23:51:12+00:00
24,senado_iniciativas,senado:leg10:exp:610/000110,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000110,,2,,404,2026-02-28T23:51:12+00:00
25,senado_iniciativas,senado:leg10:exp:610/000111,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000111,,2,,404,2026-02-28T23:51:12+00:00
26,senado_iniciativas,senado:leg10:exp:610/000112,ds,https://www.senado.es/web/ficopendataservlet?legis=10&tipoFich=12&tipoEx=610&numEx=000112,,2,,404,2026-02-28T23:59:32+00:00
27,senado_iniciativas,senado:leg10:exp:610/000125,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000125&legis=10,,2,,404,2026-02-28T22:44:59+00:00
28,senado_iniciativas,senado:leg10:exp:610/000136,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000136&legis=10,,2,,404,2026-02-28T22:44:59+00:00
29,senado_iniciativas,senado:leg10:exp:610/000148,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000148&legis=10,,2,,404,2026-02-28T22:44:59+00:00
30,senado_iniciativas,senado:leg10:exp:610/000149,ds,https://www.senado.es/web/actividadparlamentaria/iniciativas/enmiendas/index.html?id1=610&id2=000149&legis=10,,2,,404,2026-02-28T22:44:59+00:00
