source_id,run_id,run_status,run_records_seen,run_records_loaded,source_records_total,run_started_at,run_finished_at,message,generated_at
bdns_autonomico,236,ok,2,2,2,2026-02-17T10:34:45+00:00,2026-02-17T10:34:53+00:00,Ingesta completada: 2/2 registros validos (from-file),2026-02-17T10:34:53+00:00
