schema_version,source_id,mode,exit_code,run_records_loaded,snapshot_date,run_id,run_status,run_records_seen,before_records,after_records,delta_records,run_started_at,run_finished_at,source_url,command,message,source_record_id,entity_id
v2,bdns_api_subvenciones,from-file,0,3,2026-02-17,237,ok,3,3,3,0,2026-02-17T10:34:57+00:00,2026-02-17T10:35:04+00:00,file://REPO_ROOT/vota-con-la-chola/etl/data/raw/samples/bdns_api_subvenciones_sample.json,python3 scripts/ingestar_politicos_es.py ingest --db etl/data/staging/politicos-es.db --source bdns_api_subvenciones --from-file etl/data/raw/samples/bdns_api_subvenciones_sample.json --snapshot-date 2026-02-17 --timeout 45,Ingesta completada: 3/3 registros validos (from-file),,
