series_id,mode,command,station_id,variable,exit_code,before_records,after_records,delta_records,run_id,run_status,run_records_seen,run_records_loaded,run_started_at,run_finished_at,source_url,snapshot,run_message
station:3195:var:tmed,replay,python3 scripts/ingestar_politicos_es.py ingest --db etl/data/staging/politicos-es.db --source aemet_opendata_series --from-file docs/etl/sprints/AI-OPS-09/evidence/aemet-replay-inputs/station_3195_tmed/station_3195_tmed_replay_20260217.json --snapshot-date 2026-02-17 --timeout 30,3195,tmed,1,2,2,0,220,error,0,0,2026-02-17T08:48:22+00:00,2026-02-17T08:48:22+00:00,file://REPO_ROOT/vota-con-la-chola/docs/etl/sprints/AI-OPS-09/evidence/aemet-replay-inputs/station_3195_tmed/station_3195_tmed_replay_20260217.json,2026-02-17,Error: [Errno 2] No such file or directory: 'docs/etl/sprints/AI-OPS-09/evidence/aemet-replay-inputs/station_3195_tmed/station_3195_tmed_replay_20260217.json'
