series_id,mode,command,station_id,variable,exit_code,before_records,after_records,delta_records,run_id,run_status,run_records_seen,run_records_loaded,run_started_at,run_finished_at,source_url,snapshot,run_message
station:3195:var:tmed,strict-network,python3 scripts/ingestar_politicos_es.py ingest --db etl/data/staging/politicos-es.db --source aemet_opendata_series --url https://opendata.aemet.es/opendata/api/valores/climatologicos --snapshot-date 2026-02-17 --strict-network --timeout 30,3195,tmed,1,2,2,0,219,error,0,0,2026-02-17T08:48:21+00:00,2026-02-17T08:48:21+00:00,https://opendata.aemet.es/opendata/api/valores/climatologicos,2026-02-17,Error: HTTP Error 404: No Encontrado
