row_id	source_id	mode	status	exit_code	started_at	finished_at	stdout_log	stderr_log	run_snapshot_csv	source_records_snapshot_csv	note
placsp_sindicacion__replay	placsp_sindicacion	replay	ok	0	2026-02-17T10:31:58Z	2026-02-17T10:32:05Z	docs/etl/sprints/AI-OPS-10/evidence/placsp-replay/logs/placsp_sindicacion__replay.stdout.log	docs/etl/sprints/AI-OPS-10/evidence/placsp-replay/logs/placsp_sindicacion__replay.stderr.log	docs/etl/sprints/AI-OPS-10/evidence/placsp-replay/sql/placsp_sindicacion__replay_run_snapshot.csv	docs/etl/sprints/AI-OPS-10/evidence/placsp-replay/sql/placsp_sindicacion__replay_source_records_snapshot.csv	
