source_id,run_id,run_status,run_records_seen,run_records_loaded,source_records_total,run_started_at,run_finished_at,message,generated_at
eurostat_sdmx,239,ok,2394,2394,2396,2026-02-17T10:36:42+00:00,2026-02-17T10:36:54+00:00,Ingesta completada: 2394/2394 registros validos,2026-02-17T10:36:54+00:00
