review_item_id,priority_rank,priority_score,review_batch_id,priority_reason,topic_id,topic_label,boja_id,fragment_id,date,organisation,type,action_kind,review_status,impact_status,responsibility_status,candidate_direction,claim_status,evidence_tier,evidence_excerpt,review_hint,review_questions,source_url,detail_url,source_locator
boja-impact-review-disposition-2025-251-1-seguridad-libertades-f02,39,62,boja-impact-review-batch-004,accion=regula:34; tema=seguridad_libertades:12; fecha=31/12/2025:16; total=62,seguridad_libertades,Seguridad y libertades,disposition.2025.251.1,disposition-2025-251-1-seguridad-libertades-f02,31/12/2025,Presidencia,Leyes,regula,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"III La presente ley se aprueba de acuerdo con los principios de buena regulación que se establecen en el artículo 129 de la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las Administraciones...","Revisar obligaciones, beneficiarios, restricciones y organo competente.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00107-17440-01_00331037.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.1,disposition.2025.251.1::bodyNoHtml::2
boja-impact-review-disposition-2025-251-2-seguridad-libertades-f02,40,62,boja-impact-review-batch-004,accion=regula:34; tema=seguridad_libertades:12; fecha=31/12/2025:16; total=62,seguridad_libertades,Seguridad y libertades,disposition.2025.251.2,disposition-2025-251-2-seguridad-libertades-f02,31/12/2025,Presidencia,Leyes,regula,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"La presente ley se aprueba de acuerdo con los principios de buena regulación, según los cuales, en el ejercicio de la iniciativa legislativa y la potestad reglamentaria, las Administraciones públicas actuarán de acuerdo con los principios...","Revisar obligaciones, beneficiarios, restricciones y organo competente.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00087-17435-01_00331032.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.2,disposition.2025.251.2::body::2
boja-impact-review-disposition-2025-251-6-seguridad-libertades-f01,41,62,boja-impact-review-batch-004,accion=regula:34; tema=seguridad_libertades:12; fecha=31/12/2025:16; total=62,seguridad_libertades,Seguridad y libertades,disposition.2025.251.6,disposition-2025-251-6-seguridad-libertades-f01,31/12/2025,Consejería de Sostenibilidad y Medio Ambiente,Decretos,regula,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"Este decreto establece una regulación clara y precisa, no utiliza conceptos indeterminados que resten seguridad jurídica a los operadores, pues utiliza conceptos jurídicos que ya vienen definidos en la legislación vigente.","Revisar obligaciones, beneficiarios, restricciones y organo competente.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00154-17456-01_00331053.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.6,disposition.2025.251.6::body::1
boja-impact-review-disposition-2025-251-1-transparencia-corrupcion-f01,42,62,boja-impact-review-batch-004,accion=regula:34; tema=transparencia_corrupcion:12; fecha=31/12/2025:16; total=62,transparencia_corrupcion,Transparencia y corrupcion,disposition.2025.251.1,disposition-2025-251-1-transparencia-corrupcion-f01,31/12/2025,Presidencia,Leyes,regula,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"La presente ley se aprueba de acuerdo con los principios de buena regulación que se establecen en el artículo 129 de la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las Administraciones Públicas...","Revisar obligaciones, beneficiarios, restricciones y organo competente.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00107-17440-01_00331037.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.1,disposition.2025.251.1::body::1
boja-impact-review-disposition-2025-251-1-transparencia-corrupcion-f02,43,62,boja-impact-review-batch-004,accion=regula:34; tema=transparencia_corrupcion:12; fecha=31/12/2025:16; total=62,transparencia_corrupcion,Transparencia y corrupcion,disposition.2025.251.1,disposition-2025-251-1-transparencia-corrupcion-f02,31/12/2025,Presidencia,Leyes,regula,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"III La presente ley se aprueba de acuerdo con los principios de buena regulación que se establecen en el artículo 129 de la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las Administraciones...","Revisar obligaciones, beneficiarios, restricciones y organo competente.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00107-17440-01_00331037.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.1,disposition.2025.251.1::bodyNoHtml::2
boja-impact-review-disposition-2025-251-2-transparencia-corrupcion-f01,44,62,boja-impact-review-batch-004,accion=regula:34; tema=transparencia_corrupcion:12; fecha=31/12/2025:16; total=62,transparencia_corrupcion,Transparencia y corrupcion,disposition.2025.251.2,disposition-2025-251-2-transparencia-corrupcion-f01,31/12/2025,Presidencia,Leyes,regula,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"La presente ley se aprueba de acuerdo con los principios de buena regulación, según los cuales, en el ejercicio de la iniciativa legislativa y la potestad reglamentaria, las Administraciones públicas actuarán de acuerdo con los principios...","Revisar obligaciones, beneficiarios, restricciones y organo competente.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00087-17435-01_00331032.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.2,disposition.2025.251.2::body::1
boja-impact-review-disposition-2025-251-6-transparencia-corrupcion-f01,45,62,boja-impact-review-batch-004,accion=regula:34; tema=transparencia_corrupcion:12; fecha=31/12/2025:16; total=62,transparencia_corrupcion,Transparencia y corrupcion,disposition.2025.251.6,disposition-2025-251-6-transparencia-corrupcion-f01,31/12/2025,Consejería de Sostenibilidad y Medio Ambiente,Decretos,regula,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"Conforme al principio de transparencia, en la elaboración del decreto se han seguido todos los procesos de participación y audiencia que establece la normativa vigente.","Revisar obligaciones, beneficiarios, restricciones y organo competente.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00154-17456-01_00331053.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.6,disposition.2025.251.6::body::1
boja-impact-review-disposition-2025-251-4-campo-agua-f01,46,61,boja-impact-review-batch-004,accion=convoca_ayuda:30; tema=campo_agua:15; fecha=31/12/2025:16; total=61,campo_agua,Campo y agua,disposition.2025.251.4,disposition-2025-251-4-campo-agua-f01,31/12/2025,"Consejería de Agricultura, Pesca, Agua y Desarrollo Rural",Resoluciones,convoca_ayuda,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"Las distintas comunicaciones relacionadas con las solicitudes de pago de la ayuda a los fondos operativos entre la administración y la persona beneficiaria, y viceversa, se tramitarán a través de la aplicación informática «Programas operativos de...","Enlazar convocatoria con presupuesto, beneficiarios, resoluciones y ejecucion.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00014-17395-01_00330992.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.4,disposition.2025.251.4::body::1
boja-impact-review-disposition-2025-251-4-campo-agua-f02,47,61,boja-impact-review-batch-004,accion=convoca_ayuda:30; tema=campo_agua:15; fecha=31/12/2025:16; total=61,campo_agua,Campo y agua,disposition.2025.251.4,disposition-2025-251-4-campo-agua-f02,31/12/2025,"Consejería de Agricultura, Pesca, Agua y Desarrollo Rural",Resoluciones,convoca_ayuda,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,Las solicitudes y la documentación complementaria a las mismas irán dirigidas a la persona titular de la Dirección General de Ayudas Directas y de Mercados y se presentarán a través de la aplicación informática «Programas Operativos...,"Enlazar convocatoria con presupuesto, beneficiarios, resoluciones y ejecucion.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00014-17395-01_00330992.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.4,disposition.2025.251.4::body::2
boja-impact-review-disposition-2025-251-5-campo-agua-f01,48,61,boja-impact-review-batch-004,accion=convoca_ayuda:30; tema=campo_agua:15; fecha=31/12/2025:16; total=61,campo_agua,Campo y agua,disposition.2025.251.5,disposition-2025-251-5-campo-agua-f01,31/12/2025,"Consejería de Agricultura, Pesca, Agua y Desarrollo Rural",Extractos,convoca_ayuda,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,https://juntadeandalucia.es/organismos/agriculturapescaaguaydesarrollorural/areas/politica-agraria-comun/ayudas-pac/paginas/ayuda-organizacion-productores-frutas-hortalizas.html,"Enlazar convocatoria con presupuesto, beneficiarios, resoluciones y ejecucion.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00003-17397-01_00330994.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.5,disposition.2025.251.5::body::1
boja-impact-review-disposition-2025-251-5-campo-agua-f02,49,61,boja-impact-review-batch-005,accion=convoca_ayuda:30; tema=campo_agua:15; fecha=31/12/2025:16; total=61,campo_agua,Campo y agua,disposition.2025.251.5,disposition-2025-251-5-campo-agua-f02,31/12/2025,"Consejería de Agricultura, Pesca, Agua y Desarrollo Rural",Extractos,convoca_ayuda,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,https://juntadeandalucia.es/organismos/agriculturapescaaguaydesarrollorural/areas/politica-agraria-comun/ayudas-pac/paginas/ayuda-organizacion-productores-frutas-hortalizas.html - Modelo de Justificación de la Cantidad Comercializada.,"Enlazar convocatoria con presupuesto, beneficiarios, resoluciones y ejecucion.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00003-17397-01_00330994.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.5,disposition.2025.251.5::bodyNoHtml::2
boja-impact-review-disposition-2025-251-7-empleo-f01,50,61,boja-impact-review-batch-005,accion=convoca_ayuda:30; tema=empleo:15; fecha=31/12/2025:16; total=61,empleo,Empleo,disposition.2025.251.7,disposition-2025-251-7-empleo-f01,31/12/2025,Universidades,Resoluciones,convoca_ayuda,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"De conformidad con lo establecido en el apartado 2 del artículo 23 bis de la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación, los contratos de actividades científico-técnicas, serán de...","Enlazar convocatoria con presupuesto, beneficiarios, resoluciones y ejecucion.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00011-17419-01_00331016.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.7,disposition.2025.251.7::body::1
boja-impact-review-disposition-2025-251-7-empleo-f02,51,61,boja-impact-review-batch-005,accion=convoca_ayuda:30; tema=empleo:15; fecha=31/12/2025:16; total=61,empleo,Empleo,disposition.2025.251.7,disposition-2025-251-7-empleo-f02,31/12/2025,Universidades,Resoluciones,convoca_ayuda,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,Este contrato no formará parte de la Oferta de Empleo Público ni de los instrumentos similares de gestión de las necesidades de personal a que se refiere el artículo 70 del texto refundido de la Ley...,"Enlazar convocatoria con presupuesto, beneficiarios, resoluciones y ejecucion.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00011-17419-01_00331016.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.7,disposition.2025.251.7::body::2
boja-impact-review-disposition-2024-252-1-campo-agua-f02,52,61,boja-impact-review-batch-005,accion=regula:34; tema=campo_agua:15; fecha=31/12/2024:12; total=61,campo_agua,Campo y agua,disposition.2024.252.1,disposition-2024-252-1-campo-agua-f02,31/12/2024,"Consejería de la Presidencia, Interior, Diálogo Social y Simplificación Administrativa",Decretos,regula,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"A los efectos previstos en el Decreto 304/2011, de 11 de octubre, por el que se regula la estructura organizativa de prevención de riesgos laborales para el personal al servicio de la Administración de la Junta...","Revisar obligaciones, beneficiarios, restricciones y organo competente.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2024/252/BOJA24-252-00029-55980-01_00312926.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2024.252.1,disposition.2024.252.1::body::2
boja-impact-review-disposition-2026-203802-1-fiscalidad-f01,53,60,boja-impact-review-batch-005,accion=convoca_ayuda:30; tema=fiscalidad:13; fecha=25/02/2026:17; total=60,fiscalidad,Fiscalidad,disposition.2026.203802.1,disposition-2026-203802-1-fiscalidad-f01,25/02/2026,"Consejería de Sanidad, Presidencia y Emergencias",Decretos-leyes,convoca_ayuda,reviewed_legal_change_only,legal_change_documented_outcome_pending,official_publisher_observed,unknown,reviewed_boja_legal_change_no_merit_claim,tier_1_primary,El Capítulo I del presente Decreto-ley tiene por objeto la aprobación de diversas medidas de naturaleza tributaria dirigidas a paliar los daños producidos por los fenómenos meteorológicos adversos descritos en el Acuerdo de 18 de febrero...,"Enlazar convocatoria con presupuesto, beneficiarios, resoluciones y ejecucion.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2026/203802/BOJA26-203802-00019-2764-01_00333986.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2026.203802.1,disposition.2026.203802.1::body::1
boja-impact-review-disposition-2025-251-7-cultura-patrimonio-f01,54,59,boja-impact-review-batch-005,accion=convoca_ayuda:30; tema=cultura_patrimonio:13; fecha=31/12/2025:16; total=59,cultura_patrimonio,Cultura y patrimonio,disposition.2025.251.7,disposition-2025-251-7-cultura-patrimonio-f01,31/12/2025,Universidades,Resoluciones,convoca_ayuda,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"El contrato se realiza al amparo de la Resolución de 5 de noviembre de 2024, de la Dirección General de Patrimonio Histórico (Consejería de Cultura y Patrimonio Histórico Junta de Andalucía), por la que se realiza...","Enlazar convocatoria con presupuesto, beneficiarios, resoluciones y ejecucion.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00011-17419-01_00331016.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.7,disposition.2025.251.7::body::1
boja-impact-review-disposition-2025-251-7-cultura-patrimonio-f02,55,59,boja-impact-review-batch-005,accion=convoca_ayuda:30; tema=cultura_patrimonio:13; fecha=31/12/2025:16; total=59,cultura_patrimonio,Cultura y patrimonio,disposition.2025.251.7,disposition-2025-251-7-cultura-patrimonio-f02,31/12/2025,Universidades,Resoluciones,convoca_ayuda,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"Resolución de 17 de diciembre de 2025, de la Universidad Pablo de Olavide, por la que se establecen las bases reguladoras para la contratación laboral prevista en la Ley 14/2011, de 1 de junio, de la...","Enlazar convocatoria con presupuesto, beneficiarios, resoluciones y ejecucion.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00011-17419-01_00331016.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.7,disposition.2025.251.7::summaryNoHtml::2
boja-impact-review-disposition-2025-251-4-energia-clima-f02,56,58,boja-impact-review-batch-005,accion=convoca_ayuda:30; tema=energia_clima:12; fecha=31/12/2025:16; total=58,energia_clima,Energia y clima,disposition.2025.251.4,disposition-2025-251-4-energia-clima-f02,31/12/2025,"Consejería de Agricultura, Pesca, Agua y Desarrollo Rural",Resoluciones,convoca_ayuda,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"Resolución de 18 de diciembre de 2025, de la Dirección General de Ayudas Directas y de Mercados, por la que se convoca para el ejercicio 2026, la presentación de solicitudes de pago de la ayuda de...","Enlazar convocatoria con presupuesto, beneficiarios, resoluciones y ejecucion.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00014-17395-01_00330992.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.4,disposition.2025.251.4::summaryNoHtml::2
boja-impact-review-disposition-2025-251-4-seguridad-libertades-f01,57,58,boja-impact-review-batch-005,accion=convoca_ayuda:30; tema=seguridad_libertades:12; fecha=31/12/2025:16; total=58,seguridad_libertades,Seguridad y libertades,disposition.2025.251.4,disposition-2025-251-4-seguridad-libertades-f01,31/12/2025,"Consejería de Agricultura, Pesca, Agua y Desarrollo Rural",Resoluciones,convoca_ayuda,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"Resolución de 18 de diciembre de 2025, de la Dirección General de Ayudas Directas y de Mercados, por la que se convoca para el ejercicio 2026, la presentación de solicitudes de pago de la ayuda de...","Enlazar convocatoria con presupuesto, beneficiarios, resoluciones y ejecucion.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00014-17395-01_00330992.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.4,disposition.2025.251.4::summaryNoHtml::1
boja-impact-review-disposition-2025-251-5-seguridad-libertades-f01,58,58,boja-impact-review-batch-005,accion=convoca_ayuda:30; tema=seguridad_libertades:12; fecha=31/12/2025:16; total=58,seguridad_libertades,Seguridad y libertades,disposition.2025.251.5,disposition-2025-251-5-seguridad-libertades-f01,31/12/2025,"Consejería de Agricultura, Pesca, Agua y Desarrollo Rural",Extractos,convoca_ayuda,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"Extracto de la Resolución de 18 de diciembre de 2025, de la Dirección General de Ayudas Directas y de Mercados, por la que se convoca, para el ejercicio 2026, la presentación de solicitudes de pago de...","Enlazar convocatoria con presupuesto, beneficiarios, resoluciones y ejecucion.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00003-17397-01_00330994.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.5,disposition.2025.251.5::summaryNoHtml::1
boja-impact-review-disposition-2025-251-7-seguridad-libertades-f01,59,58,boja-impact-review-batch-005,accion=convoca_ayuda:30; tema=seguridad_libertades:12; fecha=31/12/2025:16; total=58,seguridad_libertades,Seguridad y libertades,disposition.2025.251.7,disposition-2025-251-7-seguridad-libertades-f01,31/12/2025,Universidades,Resoluciones,convoca_ayuda,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"Resolución de 17 de diciembre de 2025, de la Universidad Pablo de Olavide, por la que se establecen las bases reguladoras para la contratación laboral prevista en la Ley 14/2011, de 1 de junio, de la...","Enlazar convocatoria con presupuesto, beneficiarios, resoluciones y ejecucion.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00011-17419-01_00331016.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.7,disposition.2025.251.7::summaryNoHtml::1
boja-impact-review-disposition-2025-251-4-transparencia-corrupcion-f01,60,58,boja-impact-review-batch-005,accion=convoca_ayuda:30; tema=transparencia_corrupcion:12; fecha=31/12/2025:16; total=58,transparencia_corrupcion,Transparencia y corrupcion,disposition.2025.251.4,disposition-2025-251-4-transparencia-corrupcion-f01,31/12/2025,"Consejería de Agricultura, Pesca, Agua y Desarrollo Rural",Resoluciones,convoca_ayuda,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"Resolución de 18 de diciembre de 2025, de la Dirección General de Ayudas Directas y de Mercados, por la que se convoca para el ejercicio 2026, la presentación de solicitudes de pago de la ayuda de...","Enlazar convocatoria con presupuesto, beneficiarios, resoluciones y ejecucion.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2025/251/BOJA25-251-00014-17395-01_00330992.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2025.251.4,disposition.2025.251.4::summaryNoHtml::1
boja-impact-review-disposition-2024-252-7-educacion-f01,61,58,boja-impact-review-batch-006,accion=convoca_ayuda:30; tema=educacion:16; fecha=31/12/2024:12; total=58,educacion,Educacion,disposition.2024.252.7,disposition-2024-252-7-educacion-f01,31/12/2024,Consejo Audiovisual de Andalucía,Acuerdos,convoca_ayuda,needs_human_review,unreviewed,actor_not_attributed,unknown,impact_review_queue_only_no_public_claim,tier_1_primary,"Acuerdo de 4 de diciembre de 2024, del Consejo Audiovisual de Andalucía, por el que se convoca la XIª edición de los Premios Andaluces «El Audiovisual en la Escuela», se aprueba y se dispone la publicación...","Enlazar convocatoria con presupuesto, beneficiarios, resoluciones y ejecucion.","legal_change: Que norma, plan, ayuda o regla cambia este fragmento? | citizen_direction: La direccion ciudadana es mejora, recorte, redistribucion, restriccion o sin efecto claro? | responsible_actor: Que organo, persona o partido puede atribuirse con fuente primaria? | impact_evidence_gap: Que presupuesto, ejecucion u outcome falta para validar impacto real?",https://juntadeandalucia.es/eboja/2024/252/BOJA24-252-00013-56391-01_00313337.pdf,https://datos.juntadeandalucia.es/api/v0/boja/disposition.2024.252.7,disposition.2024.252.7::summaryNoHtml::1
