series_id,mode,command,exit_code,before_records,after_records,delta_records,run_id,run_status,run_records_seen,run_records_loaded,run_started_at,run_finished_at,source_record_id,snapshot,source_url
une_rt_a|freq=A|geo=PT|unit=PC_ACT,strict-network,python3 scripts/ingestar_politicos_es.py ingest --db etl/data/staging/politicos-es.db --source eurostat_sdmx --url https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a --snapshot-date 2026-02-17 --strict-network --timeout 30,0,1,1,0,212,ok,2394,2394,2026-02-17T08:47:04+00:00,2026-02-17T08:47:08+00:00,series:3feb2dae20867f4bf608324a,2026-02-17,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a
